STA_SEQ,Station_ID_1,ADB_SegmentID,Station_Name,Proximity_Landmark,Municipality_Name,State_Name,SUB_BAS_SEQ_Name,YLat,XLong,LU_StationType_SEQ,textbox2
14451,326,CT3800-00_05,Shetucket River,downstream Plains Road adjacent to USGS gauge,WINDHAM,Connecticut,3800 - Shetucket River - Shetucket - Thames,41.7002,-72.1823,River/Stream,Total Records: 6196
14452,327,CT7302-00_02,Silvermine River,end of Alvin Road downstream of Perry Avenue,NORWALK,Connecticut,7302 - Silvermine River - Norwalk - Southwest Coast,41.1503,-73.4434,River/Stream,Total Records: 6196
14453,328,CT6900-27_01,Spruce Brook,upstream RR Bridge (cold spring road),NAUGATUCK,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.4562,-73.0626,River/Stream,Total Records: 6196
14454,329,CT6912-00_01,Steele Brook,downstream East Aurora Street,WATERBURY,Connecticut,6912 - Steele Brook - Naugatuck - Housatonic,41.5711,-73.0594,River/Stream,Total Records: 6196
14455,330,CT6912-00_02,Steele Brook,upstream POTW discharge,WATERTOWN,Connecticut,6912 - Steele Brook - Naugatuck - Housatonic,41.5913,-73.1026,River/Stream,Total Records: 6196
14456,331,CT6912-00_02,Steele Brook,parallel North Parking Lot for Municipal stadium,WATERBURY,Connecticut,6912 - Steele Brook - Naugatuck - Housatonic,41.5805,-73.0703,River/Stream,Total Records: 6196
14457,332,CT6600-00_01,Still River,upstream side of Lanesville Road Crossing (Dead end),NEW MILFORD,Connecticut,6600 - Still River - Still - Housatonic,41.5406,-73.4124,River/Stream,Total Records: 6196
14458,333,CT6600-00_02,Still River,under Route 7 overpass adjacent to Gray's Bridge Road,BROOKFIELD,Connecticut,6600 - Still River - Still - Housatonic,41.4389,-73.401,River/Stream,Total Records: 6196
14459,334,CT4303-00_03,Still River,upstream 100 meters Wallens Street,WINCHESTER,Connecticut,4303 - Still River - Farmington - Connecticut,41.929,-73.0584,River/Stream,Total Records: 6196
14460,335,CT4303-00_02,Still River,off Route 8  behind VFW,WINCHESTER,Connecticut,4303 - Still River - Farmington - Connecticut,41.9476,-73.0487,River/Stream,Total Records: 6196
14461,336,CT4303-00_01,Sandy Brook (Still River),adjacent USGS gage off Robertsville Road,COLEBROOK,Connecticut,4304 - Sandy Brook - Farmington - Connecticut,41.9685,-73.0331,River/Stream,Total Records: 6196
14462,337,CT6600-00_04,Still River,downstream Triangle Street,DANBURY,Connecticut,6600 - Still River - Still - Housatonic,41.3923,-73.4348,River/Stream,Total Records: 6196
14463,338,CT6600-00_05,Still River,end Oil Mill Road,DANBURY,Connecticut,6600 - Still River - Still - Housatonic,41.3898,-73.4637,River/Stream,Total Records: 6196
14464,339,CT6600-00_03,Still River,upstream Old Newtown Road,DANBURY,Connecticut,6600 - Still River - Still - Housatonic,41.4063,-73.4253,River/Stream,Total Records: 6196
14465,340,CT4100-00_03,Stony Brook,upstream South Grand Street,SUFFIELD,Connecticut,4100 - Stony Brook - Stony Brook - Connecticut,41.9608,-72.711,River/Stream,Total Records: 6196
14466,341,CT6604-00_02,Sympaug Brook,upstream Reservoir Street (Beach street),BETHEL,Connecticut,6604 - Sympaug Brook - Still - Housatonic,41.3727,-73.4218,River/Stream,Total Records: 6196
14467,342,CT6604-00_01,Sympaug Brook,at shelter rock road crossing,DANBURY,Connecticut,6604 - Sympaug Brook - Still - Housatonic,41.3908,-73.4272,River/Stream,Total Records: 6196
14468,343,CT6604-00_02,Sympaug Brook,upstream South Street,BETHEL,Connecticut,6604 - Sympaug Brook - Still - Housatonic,41.3689,-73.4205,River/Stream,Total Records: 6196
14469,344,CT4503-00_01,Tankerhoosen River,upstream 100 m mouth at golf land,VERNON,Connecticut,4503 - Tankerhoosen River - Hockanum - Connecticut,41.8201,-72.5033,River/Stream,Total Records: 6196
14470,345,CT4503-00_02,Tankerhoosen River,upstream Tunnel Road,VERNON,Connecticut,4503 - Tankerhoosen River - Hockanum - Connecticut,41.8272,-72.464,River/Stream,Total Records: 6196
14471,346,CT6300-00_01,Tenmile River,upstream 0.25 miles mouth,SHERMAN,Connecticut,6300 - Tenmile River - Tenmile - Housatonic,41.6664,-73.5119,River/Stream,Total Records: 6196
14472,347,CT5202-00_01,Ten Mile River,downstream Route 322,SOUTHINGTON,Connecticut,5202 - Tenmile River - Quinnipiac - South Central Coast,41.5655,-72.8905,River/Stream,Total Records: 6196
14473,348,CT5202-00_02,Ten Mile River,upstream Route 70,CHESHIRE,Connecticut,5202 - Tenmile River - Quinnipiac - South Central Coast,41.5267,-72.9331,River/Stream,Total Records: 6196
14474,349,CT6806-00_01,Transylvania Brook,upstream East Flat Hill Road,SOUTHBURY,Connecticut,6806 - Transylvania Brook - Pomperaug - Housatonic,41.4726,-73.2576,River/Stream,Total Records: 6196
14475,350,NOSEG,"East Swamp Brook, tributary to",above POTW outfall,DANBURY,Connecticut,6605 - East Swamp Brook - Still - Housatonic,41.3953,-73.4117,River/Stream,Total Records: 6196
14476,351,NOSEG,Black Brook,at Route 8,SHELTON,Connecticut,6025 - Farmill River - Housatonic Main Stem - Housatonic,41.2763,-73.1164,River/Stream,Total Records: 6196
14477,352,NOSEG,"Limekiln Brook, tributary to",below POTW outfall,DANBURY,Connecticut,6606 - Limekiln Brook - Still - Housatonic,41.4049,-73.4115,River/Stream,Total Records: 6196
14478,353,CT4707-12_01-INTO,"Lyman Brook, Unnamed tributary to",downstream New London Turnpike,MARLBOROUGH,Connecticut,4707 - Blackledge River - Salmon - Connecticut,41.6267,-72.4532,River/Stream,Total Records: 6196
14479,354,CT4403-00_01,Trout Brook,upstream New Britain Avenue,WEST HARTFORD,Connecticut,4403 - Trout Brook - Park - Connecticut,41.7314,-72.7231,River/Stream,Total Records: 6196
14480,355,NOSEG,Trout Brook,upstream Route10,PLAINVILLE,Connecticut,5200 - Quinnipiac River - Quinnipiac - South Central Coast,41.6788,-72.8464,River/Stream,Total Records: 6196
14481,356,NOSEG,Turkey Brook,at Skipper Ave,WATERTOWN,Connecticut,6912 - Steele Brook - Naugatuck - Housatonic,41.5891,-73.0761,River/Stream,Total Records: 6196
14482,357,CT6904-00_03,West Branch Naugatuck River,downstream Route 4,TORRINGTON,Connecticut,6904 - West Branch Naugatuck River - Naugatuck - Housatonic,41.8181,-73.1441,River/Stream,Total Records: 6196
14483,358,NOSEG,"West Branch Saugatuck River, tributary to",at Route 57 & Samuelson Road,WESTON,Connecticut,7203 - West Branch Saugatuck River - Saugatuck - Southwest Coast,41.245,-73.4147,River/Stream,Total Records: 6196
14484,359,CT4319-00_01b,West Branch Salmon Brook,upstream 50 meters Barndoor Hills Road,GRANBY,Connecticut,4319 - West Branch Salmon Brook - Farmington - Connecticut,41.9372,-72.8215,River/Stream,Total Records: 6196
14485,360,INTO_CT****,Waterbury WPCF,in secondary clarifiers Waterbury WPCF,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5206,-73.0447,Facility Municipal Sewage (POTW),Total Records: 6196
14486,361,CT5307-00_02,Wepawaug River,downstream Walnut Street,MILFORD,Connecticut,5307 - Wepawaug River - South Central Western Complex - South Central Coast,41.236,-73.0573,River/Stream,Total Records: 6196
14487,362,CT5307-00_01,Wepawaug River,upstream Route 162,MILFORD,Connecticut,5307 - Wepawaug River - South Central Western Complex - South Central Coast,41.2191,-73.0553,River/Stream,Total Records: 6196
14488,363,CT6500-00_01,West Aspetuck River,Upstream Aspetuck Ridge Road (near Sand Rd),NEW MILFORD,Connecticut,6500 - West Aspetuck River - Aspetuck - Housatonic,41.604889,-73.428789,River/Stream,Total Records: 6196
14489,364,CT5305-00_01,West River,upstream Valley Road,NEW HAVEN,Connecticut,5305 - West River - South Central Western Complex - South Central Coast,41.3303,-72.9663,River/Stream,Total Records: 6196
14490,365,CT5110-00_02,West River,off Rte 77 South of Route 80,GUILFORD,Connecticut,5110 - West River - South Central Eastern Complex - South Central Coast,41.3399,-72.7154,River/Stream,Total Records: 6196
14491,366,CT5110-00_02,West River,downstream Rte 77 North of Route 80,GUILFORD,Connecticut,5110 - West River - South Central Eastern Complex - South Central Coast,41.3574,-72.7206,River/Stream,Total Records: 6196
14492,367,CT3100-00_03,Willimantic River,upstream old bridge Jones Crossing Road,MANSFIELD,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.8326,-72.3079,River/Stream,Total Records: 6196
14493,368,CT4000-00_03,Connecticut River,on bank adjacent to Glastonbury Meadows,GLASTONBURY,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.6937,-72.636,River/Stream,Total Records: 6196
14494,369,CT4602-00_01,Willow Brook,downstream road Near footballfield,NEW BRITAIN,Connecticut,4602 - Willow Brook - Mattabesset - Connecticut,41.6494,-72.7741,River/Stream,Total Records: 6196
14495,370,CT4602-00_01,Willow Brook,upstream RR tracks discharge,BERLIN,Connecticut,4602 - Willow Brook - Mattabesset - Connecticut,41.6425,-72.7615,River/Stream,Total Records: 6196
14496,371,CT4602-00_01,Willow Brook,downstream discharge,BERLIN,Connecticut,4602 - Willow Brook - Mattabesset - Connecticut,41.6429,-72.759,River/Stream,Total Records: 6196
14497,372,CT4602-00_01,Willow Brook,discharge channel,BERLIN,Connecticut,4602 - Willow Brook - Mattabesset - Connecticut,41.6439,-72.76,River/Stream,Total Records: 6196
14498,373,NOSEG,Wood River,upstream state forest trail North of Cedar Swamp Road,STERLING,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6567,-71.8334,River/Stream,Total Records: 6196
14499,374,CT1100-00_01,Wood River,downstream Porter Pond Road near intersection w/Gallup/Homestead Road,STERLING,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6442,-71.8181,River/Stream,Total Records: 6196
14500,375,NOSEG,Worden Brook,upstream Squantz Pond,NEW FAIRFIELD,Connecticut,6400 - Lake Candlewood - Candlewood - Housatonic,41.5259,-73.4866,River/Stream,Total Records: 6196
14501,376,CT4602-00_01,Willow Brook,downstream Christian Lane,BERLIN,Connecticut,4602 - Willow Brook - Mattabesset - Connecticut,41.6423,-72.7503,River/Stream,Total Records: 6196
14502,377,CT4404-00_02,North Branch Park River,downstream Albany Avenue,HARTFORD,Connecticut,4404 - North Branch Park River - Park - Connecticut,41.785,-72.7079,River/Stream,Total Records: 6196
14503,378,CT4404-00_02,North Branch Park River,downstream upper campus road at University of Hartford,WEST HARTFORD,Connecticut,4404 - North Branch Park River - Park - Connecticut,41.799,-72.7177,River/Stream,Total Records: 6196
14504,379,CT4318-00_01,Hop Brook,behind tennis courts at Simsbury HS,SIMSBURY,Connecticut,4318 - Hop Brook - Farmington - Connecticut,41.8736,-72.8226,River/Stream,Total Records: 6196
14505,380,CT4019-00_01,Falls River,downstream 500 m Messerschmidt Pond,DEEP RIVER,Connecticut,4019 - Falls River - Connecticut Main Stem - Connecticut,41.3372,-72.4808,River/Stream,Total Records: 6196
14506,381,CT4019-00_01,Falls River,downstream Dennison Road,WESTBROOK,Connecticut,4019 - Falls River - Connecticut Main Stem - Connecticut,41.3375,-72.4816,River/Stream,Total Records: 6196
14507,382,INTO_CT****,Waterbury WPCF,final effulent EPT Waterbury WPCF,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5216,-73.0429,Facility Municipal Sewage (POTW),Total Records: 6196
14508,383,NOSEG,Cedar Swamp Outlet,upstream State Forest Road south of Cedar Swamp Road,STERLING,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6465,-71.8322,River/Stream,Total Records: 6196
14509,384,INTO_CT****,Winchester WPCF,final effulent Winchester WPCF,WINCHESTER,Connecticut,4303 - Still River - Farmington - Connecticut,41.9404,-73.0538,Facility Municipal Sewage (POTW),Total Records: 6196
14510,385,NOSEG,Bailey Pond,50 meters south pond inlet at northern end,VOLUNTOWN,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6384,-71.7901,Lake,Total Records: 6196
14511,386,NOSEG,Bailey Pond,50 meters north pond outlet at southern end of pond,VOLUNTOWN,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.635,-71.792,Lake,Total Records: 6196
14512,387,CT1100-00-1-L1_01,Porter Pond,500 south of pond inlet northern end,STERLING,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6472,-71.822,Riverine Impoundment,Total Records: 6196
14513,388,CT1100-00-1-L1_01,Porter Pond,west side of rocks south east end adjacent to second road pull off,STERLING,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6458,-71.8191,Riverine Impoundment,Total Records: 6196
14514,389,CT1100-00-1-L1_01,Porter Pond,50 meters north of pond outlet dam at southern end,STERLING,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6453,-71.8195,Riverine Impoundment,Total Records: 6196
14515,390,NOSEG,Wood River,downstream Cedar Swamp Road,STERLING,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6518,-71.8289,River/Stream,Total Records: 6196
14516,391,CT6904-00_03,West Branch Naugatuck River,upstream 100 m Wolcott Street,TORRINGTON,Connecticut,6904 - West Branch Naugatuck River - Naugatuck - Housatonic,41.81,-73.1349,River/Stream,Total Records: 6196
14517,392,NOSEG,"Wood River, tributary to",200 m in from Cedar Swp. Rd. on trail Cedar Swamp Road,STERLING,Connecticut,1100 - Wood River - Wood - Pawcatuck,41.6514,-71.8319,River/Stream,Total Records: 6196
14518,393,CT4601-00_01,Belcher Brook,downstream Norton Lane,BERLIN,Connecticut,4601 - Belcher Brook - Mattabesset - Connecticut,41.5877,-72.769,River/Stream,Total Records: 6196
14519,394,NOSEG,"Farmington River, tributary to",downstream 300 m Indian Hill Road (Mary Hart Road),CANTON,Connecticut,4300 - Farmington River - Farmington - Connecticut,41.8506,-72.9405,River/Stream,Total Records: 6196
14520,395,CT6005-00_01,Factory Brook,upstream Salmonkill Road,SALISBURY,Connecticut,6005 - Factory Brook - Housatonic Main Stem - Housatonic,41.9751,-73.4212,River/Stream,Total Records: 6196
14521,396,CT6005-00_02,Factory Brook,100 m downstream Confluence with Burton Brook,SALISBURY,Connecticut,6005 - Factory Brook - Housatonic Main Stem - Housatonic,41.9668,-73.4277,River/Stream,Total Records: 6196
14522,397,CT6005-00_02,Factory Brook,upstream Cleavland Street,SALISBURY,Connecticut,6005 - Factory Brook - Housatonic Main Stem - Housatonic,41.9646,-73.4314,River/Stream,Total Records: 6196
14523,398,CT6005-01_01,Burton Brook,upstream STP access Road,SALISBURY,Connecticut,6005 - Factory Brook - Housatonic Main Stem - Housatonic,41.9667,-73.4341,River/Stream,Total Records: 6196
14524,399,CT4315-00_02,Pequabuck River,downstream 10 m Bristol STP outfall,BRISTOL,Connecticut,4315 - Pequabuck River - Farmington - Connecticut,41.6676,-72.9199,River/Stream,Total Records: 6196
14525,401,CT4601-00-1-L2_00,Silver Lake,center of northern cove,BERLIN,Connecticut,4601 - Belcher Brook - Mattabesset - Connecticut,41.5857,-72.7693,Lake,Total Records: 6196
14526,402,CT4601-00-1-L2_01,Silver Lake,adjacent Boat ramp,BERLIN,Connecticut,4601 - Belcher Brook - Mattabesset - Connecticut,41.5839,-72.7704,Lake,Total Records: 6196
14527,403,CT4601-00-1-L2_01,Silver Lake,south northern island,BERLIN,Connecticut,4601 - Belcher Brook - Mattabesset - Connecticut,41.5808,-72.7723,Lake,Total Records: 6196
14528,404,CT4601-00-1-L2_01,Silver Lake,north southern island,BERLIN,Connecticut,4601 - Belcher Brook - Mattabesset - Connecticut,41.5788,-72.7752,Lake,Total Records: 6196
14529,405,CT4305-00_02,Morgan Brook,adjacent to Fancher Road upstream Route 44,BARKHAMSTED,Connecticut,4305 - Morgan Brook - Farmington - Connecticut,41.9109,-73.0092,River/Stream,Total Records: 6196
14530,406,NOSEG,"Mallory Brook, tributary to (intermittent)",at 193 Old New Hartford Road,WINCHESTER,Connecticut,4305 - Morgan Brook - Farmington - Connecticut,41.9135,-73.0517,River/Stream,Total Records: 6196
14531,407,INTO_CT****,Ansonia Copper and Brass Company,in wastewater treatment discharge,ANSONIA,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.3467,-73.0808,Facility Industrial,Total Records: 6196
14532,408,CT4305-00_01,Morgan Brook,at mouth,BARKHAMSTED,Connecticut,4305 - Morgan Brook - Farmington - Connecticut,41.9018,-72.9889,River/Stream,Total Records: 6196
14533,410,INTO_CT****,Torrington WPCF,at WPCF,TORRINGTON,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.7801,-73.1154,Facility Municipal Sewage (POTW),Total Records: 6196
14534,411,INTO_CT****,Bristol WPCF,at WPCF,BRISTOL,Connecticut,4315 - Pequabuck River - Farmington - Connecticut,41.6591,-72.9199,Facility Municipal Sewage (POTW),Total Records: 6196
14535,412,INTO_CT****,Farmington WPCF,at WPCF,FARMINGTON,Connecticut,4300 - Farmington River - Farmington - Connecticut,41.7303,-72.8327,Facility Industrial,Total Records: 6196
14536,413,CT4607-00_04,Coginchaug River,at USGS gauge,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5362,-72.6874,River/Stream,Total Records: 6196
14537,414,CT4607-00_04,Coginchaug River,Above Wadsworth Falls,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5251,-72.7036,River/Stream,Total Records: 6196
14538,415,CT4607-11,Hans Brook,behind Cahill Construction,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5249,-72.7031,River/Stream,Total Records: 6196
14539,416,CT4607-00_04,Coginchaug River,upstream Hans Brook confluence,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5244,-72.7038,River/Stream,Total Records: 6196
14540,417,CT4607-10_01,Ellen Doyle Brook,downstream Route 147,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5099,-72.7152,River/Stream,Total Records: 6196
14541,418,CT4607-08-tirb,"Lyman Meadows Brook, tributary to",at Route 147 in front of store,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.4968,-72.7085,River/Stream,Total Records: 6196
14542,419,CT4607-00_05,Coginchaug River,downstream Miller Road,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5008,-72.7041,River/Stream,Total Records: 6196
14543,420,CT4607-08,Lyman Meadows Brook,upstream Route 147,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.4982,-72.7135,River/Stream,Total Records: 6196
14544,421,CT4607-00_05,Coginchaug River,upstream Route 147,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.4954,-72.7045,River/Stream,Total Records: 6196
14545,422,CT4607-00_05,Coginchaug River,downstream Route 68,DURHAM,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.4769,-72.691,River/Stream,Total Records: 6196
14546,423,CT4605-00,Allyn Brook,downstream Route 68,DURHAM,Connecticut,4605 - Allyn Brook - Mattabesset - Connecticut,41.4772,-72.6886,River/Stream,Total Records: 6196
14547,424,CT4600-00_04,Mattabesset River,upstream Lower Lane and Belcher Brook Mouth,BERLIN,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6267,-72.7574,River/Stream,Total Records: 6196
14548,425,CT4600-00_02,Mattabesset River,east bank end of Kirby Road,CROMWELL,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6041,-72.7146,River/Stream,Total Records: 6196
14549,426,CT4601-00_01,Belcher Brook,at Norton Road,BERLIN,Connecticut,4601 - Belcher Brook - Mattabesset - Connecticut,41.6165,-72.758,River/Stream,Total Records: 6196
14550,427,CT4600-07_01,Little Brook,at Bacon Lane,BERLIN,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6428,-72.7204,River/Stream,Total Records: 6196
14551,428,CT4607-00_06,Coginchaug River,at Creamery Road,DURHAM,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.4435,-72.6882,River/Stream,Total Records: 6196
14552,429,CT4607-00_02,Coginchaug River,at Veteran's Park,MIDDLETOWN,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5585,-72.6692,River/Stream,Total Records: 6196
14553,430,CT7300-00_04,Norwalk River,upstream Sugar Hollow Road,WILTON,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.2604,-73.4367,River/Stream,Total Records: 6196
14554,431,CT7300-00_02,Norwalk River,upstream Seeley Road,WILTON,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.2268,-73.4246,River/Stream,Total Records: 6196
14555,432,CT7300-00_01,Norwalk River,upstream Kent Road (USGS gauge),WILTON,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.1639,-73.4193,River/Stream,Total Records: 6196
14556,433,CT7302-00_01,Silvermine River,upstream James Street,NORWALK,Connecticut,7302 - Silvermine River - Norwalk - Southwest Coast,41.1361,-73.4346,River/Stream,Total Records: 6196
14557,434,CT7300-00_01,Norwalk River,upstream Broad Street,NORWALK,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.1319,-73.4301,River/Stream,Total Records: 6196
14558,435,CT7300-00_01,Norwalk River,upstream Route 1,NORWALK,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.1194,-73.417,River/Stream,Total Records: 6196
14559,436,INTO_CT****,Danbury WPCF,at Danbury WPCF,DANBURY,Connecticut,6606 - Limekiln Brook - Still - Housatonic,41.4022,-73.4147,Facility Municipal Sewage (POTW),Total Records: 6196
14560,437,CT4315-00_05-INTO,Plymouth WPCF,at Plymouth WPCF,PLYMOUTH,Connecticut,4315 - Pequabuck River - Farmington - Connecticut,41.6692,-72.9922,Facility Municipal Sewage (POTW),Total Records: 6196
14561,438,CT6900-00_01-INTO,Ansonia WPCF,at Ansonia WPCF,ANSONIA,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.3348,-73.0802,Facility Municipal Sewage (POTW),Total Records: 6196
14562,439,INTO_CT****,Manchester WPCF,at Manchester WPCF,MANCHESTER,Connecticut,4500 - Hockanum River - Hockanum - Connecticut,41.7712,-72.5598,Facility Municipal Sewage (POTW),Total Records: 6196
14563,440,INTO_CT****,Stafford WPCF,at Stafford WPCF,STAFFORD,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.9467,-72.3042,Facility Municipal Sewage (POTW),Total Records: 6196
14564,441,INTO_CT****,Plainville WPCF,at Plainville WPCF,PLAINVILLE,Connecticut,4315 - Pequabuck River - Farmington - Connecticut,41.6833,-72.8642,Facility Municipal Sewage (POTW),Total Records: 6196
14565,442,INTO_CT****,Southington WPCF,at Southington WPCF,SOUTHINGTON,Connecticut,5200 - Quinnipiac River - Quinnipiac - South Central Coast,41.5678,-72.8822,Facility Municipal Sewage (POTW),Total Records: 6196
14566,443,INTO_CT****,Wallingford WPCF,at Wallingford WPCF,WALLINGFORD,Connecticut,5200 - Quinnipiac River - Quinnipiac - South Central Coast,41.4464,-72.8347,Facility Municipal Sewage (POTW),Total Records: 6196
14567,444,CT6904-00_01,West Branch Naugatuck River,at Main Street (Route 202),TORRINGTON,Connecticut,6904 - West Branch Naugatuck River - Naugatuck - Housatonic,41.8005,-73.1207,River/Stream,Total Records: 6196
14568,445,CT7300-00_02,Norwalk River,at wooden bridge in park,WILTON,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.1978,-73.4356,River/Stream,Total Records: 6196
14569,446,CT4607-00_05,Coginchaug River,at Meetinghouse Hill Road,DURHAM,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.4526,-72.6828,River/Stream,Total Records: 6196
14570,447,CT4607-00_05,Coginchaug River,at Route 17,DURHAM,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.46,-72.6863,River/Stream,Total Records: 6196
14571,448,CT4607-10,Ellen Doyle Brook,at Powder Hill Road,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5126,-72.7246,River/Stream,Total Records: 6196
14572,449,CT4607-00_04,Coginchaug River,at Strickland Road,MIDDLEFIELD,Connecticut,4607 - Coginchaug River - Mattabesset - Connecticut,41.5101,-72.7088,River/Stream,Total Records: 6196
14573,450,CT4600-05_02,John Hall Brook,downstream Edgewood Road,BERLIN,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.5804,-72.8198,River/Stream,Total Records: 6196
14574,451,CT4600-13_01,Spruce Brook,at Beckly Road,BERLIN,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6253,-72.7239,River/Stream,Total Records: 6196
14575,452,CT4600-26_01,Miner Brook,at Westlake Drive,MIDDLETOWN,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.5974,-72.7,River/Stream,Total Records: 6196
14576,453,CT4604-00_01,Sawmill Brook,at Aetna Fitness Trail,MIDDLETOWN,Connecticut,4604 - Sawmill Brook - Mattabesset - Connecticut,41.6008,-72.7141,River/Stream,Total Records: 6196
14577,454,CT4603-00_01,Webster Brook,at Kelsey Street,NEWINGTON,Connecticut,4603 - Webster Brook - Mattabesset - Connecticut,41.6542,-72.7462,River/Stream,Total Records: 6196
14578,455,CT4600-22_01,Coles Brook,at Route 372,CROMWELL,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6032,-72.6994,River/Stream,Total Records: 6196
14579,456,CT4600-27_01,Willow Brook,at Route 372,CROMWELL,Connecticut,4600 - Mattabesset River - Mattabesset - Connecticut,41.6021,-72.6848,River/Stream,Total Records: 6196
14580,457,CT3100-00_06,Willimantic River,adjacent to park upstream Stafford POTW,STAFFORD,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.9505,-72.3037,River/Stream,Total Records: 6196
14581,458,CT3100-00_05,Willimantic River,downstream Stafford POTW,STAFFORD,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.9423,-72.3058,River/Stream,Total Records: 6196
14582,460,CT3100-00_02,Willimantic River,upstream Depot Road Coventry Road,MANSFIELD,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.7623,-72.2691,River/Stream,Total Records: 6196
14583,461,CT3102-00_01,Middle River,downstream Route 32 bridge,STAFFORD,Connecticut,3102 - Middle River - Willimantic - Thames,41.9525,-72.3039,River/Stream,Total Records: 6196
14584,462,CT3104-00_01,Roaring Brook,at Route 32,WILLINGTON,Connecticut,3104 - Roaring Brook - Willimantic - Thames,41.904,-72.2891,River/Stream,Total Records: 6196
14585,463,CT3106-00_01,Skungamaug River,end of Times Farm Road (camp),COVENTRY,Connecticut,3106 - Skungamaug River - Willimantic - Thames,41.7659,-72.3927,River/Stream,Total Records: 6196
14586,464,CT3108-00_01,Hop River,upstream Flanders River Road,COVENTRY,Connecticut,3108 - Hop River - Willimantic - Thames,41.7212,-72.2548,River/Stream,Total Records: 6196
14587,465,CT3110-00_01,Tenmile River,downstream Jones Road,LEBANON,Connecticut,3110 - Tenmile River - Willimantic - Thames,41.6937,-72.2632,River/Stream,Total Records: 6196
14588,466,CT3201-00_01,Bungee Brook,downstream Mill Bridge Road,EASTFORD,Connecticut,3201 - Bungee Brook - Natchaug - Thames,41.8957,-72.0714,River/Stream,Total Records: 6196
14589,467,CT3202-00_01,Still River,adjacent General Lyon Road; US Pilfershire Rd,EASTFORD,Connecticut,3202 - Still River - Natchaug - Thames,41.8716,-72.0877,River/Stream,Total Records: 6196
14590,468,CT3203-00_01,Bigelow Brook,downstream Route 198,EASTFORD,Connecticut,3203 - Bigelow Brook - Natchaug - Thames,41.8671,-72.0921,River/Stream,Total Records: 6196
14591,469,CT3206-00_01,Mount Hope River,upstream 50 m Elizabeth Road,MANSFIELD,Connecticut,3206 - Mount Hope River - Natchaug - Thames,41.7971,-72.1716,River/Stream,Total Records: 6196
