STA_SEQ,Field_Accession,Field_Activity_Date,SampleYr,Pass_Count,Reach_Length,Reach_Length_UOM,OTU,IsStocked,SumOfResult_Value,FishPer100M,Use
15035,9689,14-Sep-06,2006,1,150,m,Etheostoma olmstedi,FALSE,2,1.333333333,1
15035,9689,14-Sep-06,2006,1,150,m,Exoglossum maxillingua,FALSE,3,2,1
15035,9689,14-Sep-06,2006,1,150,m,Lepomis macrochirus,FALSE,2,1.333333333,1
15035,9689,14-Sep-06,2006,1,150,m,Luxilus cornutus,FALSE,1,0.666666667,1
15035,9689,14-Sep-06,2006,1,150,m,Notemigonus crysoleucas,FALSE,1,0.666666667,1
15035,9689,14-Sep-06,2006,1,150,m,Rhinichthys atratulus,FALSE,70,46.66666667,1
15035,9689,14-Sep-06,2006,1,150,m,Rhinichthys cataractae,FALSE,108,72,1
15035,9689,14-Sep-06,2006,1,150,m,Salmo trutta,FALSE,1,0.666666667,1
15035,9689,14-Sep-06,2006,1,150,m,Salvelinus fontinalis,FALSE,8,5.333333333,1
15035,9689,14-Sep-06,2006,1,150,m,Semotilus atromaculatus,FALSE,9,6,1
15046,13041,7-Jul-08,2008,1,125,m,Catostomus commersonii,FALSE,1,0.8,1
15046,13041,7-Jul-08,2008,1,125,m,Esox niger,FALSE,1,0.8,1
15046,13041,7-Jul-08,2008,1,125,m,Etheostoma olmstedi,FALSE,3,2.4,1
15046,13041,7-Jul-08,2008,1,125,m,Rhinichthys atratulus,FALSE,4,3.2,1
15046,13041,7-Jul-08,2008,1,125,m,Salvelinus fontinalis,FALSE,42,33.6,1
15046,2017010_FISH,15-Jun-17,2017,1,111,m,Catostomus commersonii,FALSE,6,5.405405405,1
15046,2017010_FISH,15-Jun-17,2017,1,111,m,Lepomis macrochirus,FALSE,4,3.603603604,1
15046,2017010_FISH,15-Jun-17,2017,1,111,m,Micropterus salmoides,FALSE,2,1.801801802,1
15046,2017010_FISH,15-Jun-17,2017,1,111,m,Notemigonus crysoleucas,FALSE,1,0.900900901,1
15046,2017010_FISH,15-Jun-17,2017,1,111,m,Rhinichthys atratulus,FALSE,27,24.32432432,1
15046,2017010_FISH,15-Jun-17,2017,1,111,m,Salvelinus fontinalis,FALSE,140,126.1261261,1
15046,26885,19-Jul-12,2012,1,100,m,Catostomus commersonii,FALSE,14,14,1
15046,26885,19-Jul-12,2012,1,100,m,Etheostoma olmstedi,FALSE,6,6,1
15046,26885,19-Jul-12,2012,1,100,m,Lepomis macrochirus,FALSE,3,3,1
15046,26885,19-Jul-12,2012,1,100,m,Rhinichthys atratulus,FALSE,33,33,1
15046,26885,19-Jul-12,2012,1,100,m,Salmo trutta,FALSE,22,22,1
15046,26885,19-Jul-12,2012,1,100,m,Salvelinus fontinalis,FALSE,168,168,1
15062,19340,8-Jul-92,1992,1,100,m,Rhinichthys atratulus,FALSE,12,12,1
15062,19340,8-Jul-92,1992,1,100,m,Rhinichthys cataractae,FALSE,8,8,1
15062,19340,8-Jul-92,1992,1,100,m,Salvelinus fontinalis,FALSE,36,36,1
15062,19340,8-Jul-92,1992,1,100,m,Semotilus atromaculatus,FALSE,1,1,1
15062,4514,17-Jul-03,2003,1,50,m,Rhinichthys atratulus,FALSE,9,18,1
15062,4514,17-Jul-03,2003,1,50,m,Rhinichthys cataractae,FALSE,12,24,1
15062,4514,17-Jul-03,2003,1,50,m,Salvelinus fontinalis,FALSE,10,20,1
15063,20876,29-Jun-10,2010,1,152,m,Catostomus commersonii,FALSE,9,5.921052632,1
15063,20876,29-Jun-10,2010,1,152,m,Rhinichthys atratulus,FALSE,181,119.0789474,1
15063,20876,29-Jun-10,2010,1,152,m,Rhinichthys cataractae,FALSE,134,88.15789474,1
15063,20876,29-Jun-10,2010,1,152,m,Salvelinus fontinalis,FALSE,20,13.15789474,1
15063,4515,17-Jul-03,2003,1,50,m,Rhinichthys atratulus,FALSE,15,30,1
15063,4515,17-Jul-03,2003,1,50,m,Rhinichthys cataractae,FALSE,28,56,1
15063,4515,17-Jul-03,2003,1,50,m,Salvelinus fontinalis,FALSE,18,36,1
15066,19079,16-Jul-90,1990,1,50,m,Apeltes quadracus,FALSE,19,38,1
15066,19079,16-Jul-90,1990,1,50,m,Catostomus commersonii,FALSE,43,86,1
15066,19079,16-Jul-90,1990,1,50,m,Esox americanus,FALSE,65,130,1
15066,19079,16-Jul-90,1990,1,50,m,Etheostoma olmstedi,FALSE,66,132,1
15066,19079,16-Jul-90,1990,1,50,m,Micropterus salmoides,FALSE,9,18,1
15066,19774,17-May-95,1995,1,50,m,Apeltes quadracus,FALSE,8,16,1
15066,19774,17-May-95,1995,1,50,m,Catostomus commersonii,FALSE,3,6,1
15066,19774,17-May-95,1995,1,50,m,Esox americanus,FALSE,1,2,1
15066,19774,17-May-95,1995,1,50,m,Etheostoma olmstedi,FALSE,52,104,1
15066,19774,17-May-95,1995,1,50,m,Salvelinus fontinalis,TRUE,1,2,1
15066,19774,17-May-95,1995,1,50,m,Salvelinus fontinalis,FALSE,23,46,1
15100,12234,19-Jul-07,2007,1,293,m,Catostomus commersonii,FALSE,21,7.167235495,1
15100,12234,19-Jul-07,2007,1,293,m,Cottus cognatus,FALSE,27,9.215017065,1
15100,12234,19-Jul-07,2007,1,293,m,Lepomis gibbosus,FALSE,2,0.682593857,1
15100,12234,19-Jul-07,2007,1,293,m,Lepomis macrochirus,FALSE,27,9.215017065,1
15100,12234,19-Jul-07,2007,1,293,m,Micropterus salmoides,FALSE,2,0.682593857,1
15100,12234,19-Jul-07,2007,1,293,m,Rhinichthys atratulus,FALSE,92,31.39931741,1
15100,12234,19-Jul-07,2007,1,293,m,Salmo trutta,FALSE,56,19.11262799,1
15100,12234,19-Jul-07,2007,1,293,m,Salvelinus fontinalis,FALSE,20,6.825938567,1
15100,12234,19-Jul-07,2007,1,293,m,Semotilus atromaculatus,FALSE,30,10.23890785,1
15100,19286,15-Jun-92,1992,1,150,m,Catostomus commersonii,FALSE,13,8.666666667,1
15100,19286,15-Jun-92,1992,1,150,m,Etheostoma olmstedi,FALSE,1,0.666666667,1
15100,19286,15-Jun-92,1992,1,150,m,Rhinichthys atratulus,FALSE,46,30.66666667,1
15100,19286,15-Jun-92,1992,1,150,m,Salmo trutta,TRUE,8,5.333333333,1
15100,19286,15-Jun-92,1992,1,150,m,Salmo trutta,FALSE,62,41.33333333,1
15100,19286,15-Jun-92,1992,1,150,m,Salvelinus fontinalis,FALSE,6,4,1
15100,19286,15-Jun-92,1992,1,150,m,Semotilus atromaculatus,FALSE,5,3.333333333,1
15100,25196,7-Jul-11,2011,1,148,m,Cottus cognatus,FALSE,21,14.18918919,1
15100,25196,7-Jul-11,2011,1,148,m,Lepomis macrochirus,FALSE,1,0.675675676,1
15100,25196,7-Jul-11,2011,1,148,m,Rhinichthys atratulus,FALSE,32,21.62162162,1
15100,25196,7-Jul-11,2011,1,148,m,Salmo trutta,FALSE,18,12.16216216,1
15100,25196,7-Jul-11,2011,1,148,m,Salvelinus fontinalis,FALSE,16,10.81081081,1
15100,25196,7-Jul-11,2011,1,148,m,Semotilus atromaculatus,FALSE,1,0.675675676,1
15171,18815,9-Aug-88,1988,1,150,m,Ambloplites rupestris,FALSE,1,0.666666667,1
15171,18815,9-Aug-88,1988,1,150,m,Anguilla rostrata,FALSE,39,26,1
15171,18815,9-Aug-88,1988,1,150,m,Catostomus commersonii,FALSE,139,92.66666667,1
15171,18815,9-Aug-88,1988,1,150,m,Cyprinidae,FALSE,20,13.33333333,1
15171,18815,9-Aug-88,1988,1,150,m,Etheostoma olmstedi,FALSE,54,36,1
15171,18815,9-Aug-88,1988,1,150,m,Lepomis gibbosus,FALSE,4,2.666666667,1
15171,18815,9-Aug-88,1988,1,150,m,Lepomis macrochirus,FALSE,8,5.333333333,1
15171,18815,9-Aug-88,1988,1,150,m,Luxilus cornutus,FALSE,27,18,1
15171,18815,9-Aug-88,1988,1,150,m,Micropterus salmoides,FALSE,5,3.333333333,1
15171,18815,9-Aug-88,1988,1,150,m,Notemigonus crysoleucas,FALSE,7,4.666666667,1
15171,18815,9-Aug-88,1988,1,150,m,Notropis hudsonius,FALSE,1,0.666666667,1
15171,18815,9-Aug-88,1988,1,150,m,Perca flavescens,FALSE,14,9.333333333,1
15171,18815,9-Aug-88,1988,1,150,m,Petromyzon marinus,FALSE,109,72.66666667,1
15171,18815,9-Aug-88,1988,1,150,m,Rhinichthys atratulus,FALSE,147,98,1
15171,18815,9-Aug-88,1988,1,150,m,Rhinichthys cataractae,FALSE,4,2.666666667,1
15171,18815,9-Aug-88,1988,1,150,m,Salmo salar,TRUE,2,1.333333333,1
15171,18815,9-Aug-88,1988,1,150,m,Salmo trutta,TRUE,7,4.666666667,1
15171,18815,9-Aug-88,1988,1,150,m,Salmo trutta,FALSE,36,24,1
15171,18815,9-Aug-88,1988,1,150,m,Semotilus corporalis,FALSE,31,20.66666667,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Anguilla rostrata,FALSE,1,1,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Catostomus commersonii,FALSE,7,7,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Cottus cognatus,FALSE,12,12,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Etheostoma olmstedi,FALSE,4,4,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Micropterus dolomieu,FALSE,1,1,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Petromyzon marinus,FALSE,5,5,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Rhinichthys atratulus,FALSE,70,70,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Rhinichthys cataractae,FALSE,13,13,1
15171,2017060_FISH,14-Aug-17,2017,1,100,m,Salvelinus fontinalis,FALSE,8,8,1
15171,20595,16-Jun-10,2010,1,150,m,Anguilla rostrata,FALSE,1,0.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Catostomus commersonii,FALSE,14,9.333333333,1
15171,20595,16-Jun-10,2010,1,150,m,Cottus cognatus,FALSE,22,14.66666667,1
15171,20595,16-Jun-10,2010,1,150,m,Etheostoma olmstedi,FALSE,11,7.333333333,1
15171,20595,16-Jun-10,2010,1,150,m,Lepomis gibbosus,FALSE,1,0.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Lepomis macrochirus,FALSE,7,4.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Notemigonus crysoleucas,FALSE,1,0.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Oncorhynchus mykiss,TRUE,1,0.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Petromyzon marinus,FALSE,30,20,1
15171,20595,16-Jun-10,2010,1,150,m,Rhinichthys atratulus,FALSE,7,4.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Rhinichthys cataractae,FALSE,4,2.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Salmo salar,TRUE,1,0.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Salmo trutta,TRUE,6,4,1
15171,20595,16-Jun-10,2010,1,150,m,Salmo trutta,FALSE,3,2,1
15171,20595,16-Jun-10,2010,1,150,m,Salvelinus fontinalis,TRUE,1,0.666666667,1
15171,20595,16-Jun-10,2010,1,150,m,Salvelinus fontinalis,FALSE,22,14.66666667,1
15171,20595,16-Jun-10,2010,1,150,m,Semotilus corporalis,FALSE,2,1.333333333,1
15172,26751,8-Jun-12,2012,1,144,m,Ameiurus nebulosus,FALSE,1,0.694444444,1
15172,26751,8-Jun-12,2012,1,144,m,Rhinichthys atratulus,FALSE,209,145.1388889,1
15172,26751,8-Jun-12,2012,1,144,m,Salmo salar,TRUE,23,15.97222222,1
15172,26751,8-Jun-12,2012,1,144,m,Salmo trutta,FALSE,16,11.11111111,1
15172,26751,8-Jun-12,2012,1,144,m,Salvelinus fontinalis,FALSE,15,10.41666667,1
15172,26751,8-Jun-12,2012,1,144,m,Semotilus atromaculatus,FALSE,3,2.083333333,1
15172,5259,30-Jun-04,2004,1,108,m,Rhinichthys atratulus,FALSE,81,75,1
15172,5259,30-Jun-04,2004,1,108,m,Salmo salar,TRUE,69,63.88888889,1
15172,5259,30-Jun-04,2004,1,108,m,Salmo trutta,FALSE,10,9.259259259,1
15172,5259,30-Jun-04,2004,1,108,m,Salvelinus fontinalis,FALSE,43,39.81481481,1
15193,10500,14-Jun-07,2007,1,121,m,Anguilla rostrata,FALSE,4,3.305785124,1
15193,10500,14-Jun-07,2007,1,121,m,Apeltes quadracus,FALSE,2,1.652892562,1
15193,10500,14-Jun-07,2007,1,121,m,Catostomus commersonii,FALSE,105,86.7768595,1
15193,10500,14-Jun-07,2007,1,121,m,Etheostoma olmstedi,FALSE,13,10.74380165,1
15193,10500,14-Jun-07,2007,1,121,m,Lepomis cyanellus,FALSE,1,0.826446281,1
15193,10500,14-Jun-07,2007,1,121,m,Rhinichthys atratulus,FALSE,16,13.2231405,1
15193,10500,14-Jun-07,2007,1,121,m,Rhinichthys cataractae,FALSE,2,1.652892562,1
15193,10500,14-Jun-07,2007,1,121,m,Salvelinus fontinalis,FALSE,41,33.88429752,1
15193,2013599_FISH,5-Sep-13,2013,1,50,m,Anguilla rostrata,FALSE,2,4,1
15193,2013599_FISH,5-Sep-13,2013,1,50,m,Catostomus commersonii,FALSE,9,18,1
15193,2013599_FISH,5-Sep-13,2013,1,50,m,Etheostoma olmstedi,FALSE,16,32,1
15193,2013599_FISH,5-Sep-13,2013,1,50,m,Lepomis gibbosus,FALSE,5,10,1
15193,2013599_FISH,5-Sep-13,2013,1,50,m,Notemigonus crysoleucas,FALSE,1,2,1
15193,2013599_FISH,5-Sep-13,2013,1,50,m,Rhinichthys atratulus,FALSE,23,46,1
15193,2013599_FISH,5-Sep-13,2013,1,50,m,Rhinichthys cataractae,FALSE,7,14,1
15193,2013599_FISH,5-Sep-13,2013,1,50,m,Salvelinus fontinalis,FALSE,14,28,1
15193,21548,28-Jul-10,2010,1,100,m,Anguilla rostrata,FALSE,5,5,1
15193,21548,28-Jul-10,2010,1,100,m,Catostomus commersonii,FALSE,21,21,1
15193,21548,28-Jul-10,2010,1,100,m,Etheostoma olmstedi,FALSE,31,31,1
15193,21548,28-Jul-10,2010,1,100,m,Lepomis cyanellus,FALSE,1,1,1
15193,21548,28-Jul-10,2010,1,100,m,Rhinichthys atratulus,FALSE,17,17,1
15193,21548,28-Jul-10,2010,1,100,m,Rhinichthys cataractae,FALSE,4,4,1
15193,21548,28-Jul-10,2010,1,100,m,Salvelinus fontinalis,FALSE,13,13,1
15210,14321,18-May-08,2008,1,100,m,Ameiurus nebulosus,FALSE,1,1,1
15210,14321,18-May-08,2008,1,100,m,Anguilla rostrata,FALSE,3,3,1
15210,14321,18-May-08,2008,1,100,m,Catostomus commersonii,FALSE,12,12,1
15210,14321,18-May-08,2008,1,100,m,Cottus cognatus,FALSE,9,9,1
15210,14321,18-May-08,2008,1,100,m,Etheostoma olmstedi,FALSE,1,1,1
15210,14321,18-May-08,2008,1,100,m,Luxilus cornutus,FALSE,2,2,1
15210,14321,18-May-08,2008,1,100,m,Rhinichthys atratulus,FALSE,28,28,1
15210,14321,18-May-08,2008,1,100,m,Rhinichthys cataractae,FALSE,9,9,1
15210,14321,18-May-08,2008,1,100,m,Salmo trutta,TRUE,1,1,1
15210,14321,18-May-08,2008,1,100,m,Salmo trutta,FALSE,5,5,1
15210,14321,18-May-08,2008,1,100,m,Salvelinus fontinalis,FALSE,2,2,1
15210,14321,18-May-08,2008,1,100,m,Semotilus corporalis,FALSE,8,8,1
15210,15057,28-Jul-09,2009,1,150,m,Anguilla rostrata,FALSE,15,10,1
15210,15057,28-Jul-09,2009,1,150,m,Cottus cognatus,FALSE,2,1.333333333,1
15210,15057,28-Jul-09,2009,1,150,m,Etheostoma olmstedi,FALSE,1,0.666666667,1
15210,15057,28-Jul-09,2009,1,150,m,Lepomis gibbosus,FALSE,1,0.666666667,1
15210,15057,28-Jul-09,2009,1,150,m,Oncorhynchus mykiss,TRUE,9,6,1
15210,15057,28-Jul-09,2009,1,150,m,Rhinichthys atratulus,FALSE,2,1.333333333,1
15210,15057,28-Jul-09,2009,1,150,m,Rhinichthys cataractae,FALSE,8,5.333333333,1
15210,15057,28-Jul-09,2009,1,150,m,Salmo trutta,TRUE,1,0.666666667,1
15210,15057,28-Jul-09,2009,1,150,m,Salmo trutta,FALSE,10,6.666666667,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Ameiurus nebulosus,FALSE,1,0.666666667,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Anguilla rostrata,FALSE,15,10,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Catostomus commersonii,FALSE,9,6,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Cottus cognatus,FALSE,6,4,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Cyprinidae,FALSE,37,24.66666667,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Lepomis cyanellus,FALSE,1,0.666666667,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Luxilus cornutus,FALSE,1,0.666666667,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Rhinichthys atratulus,FALSE,165,110,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Rhinichthys cataractae,FALSE,19,12.66666667,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Salmo trutta,FALSE,27,18,1
15210,2014541_FISH,28-Jul-14,2014,1,150,m,Semotilus corporalis,FALSE,21,14,1
15210,26104,9-Aug-06,2006,1,155,m,Anguilla rostrata,FALSE,5,3.225806452,1
15210,26104,9-Aug-06,2006,1,155,m,Catostomus commersonii,FALSE,9,5.806451613,1
15210,26104,9-Aug-06,2006,1,155,m,Cottus cognatus,FALSE,11,7.096774194,1
15210,26104,9-Aug-06,2006,1,155,m,Etheostoma olmstedi,FALSE,1,0.64516129,1
15210,26104,9-Aug-06,2006,1,155,m,Lepomis cyanellus,FALSE,1,0.64516129,1
15210,26104,9-Aug-06,2006,1,155,m,Lepomis gibbosus,FALSE,1,0.64516129,1
15210,26104,9-Aug-06,2006,1,155,m,Luxilus cornutus,FALSE,8,5.161290323,1
15210,26104,9-Aug-06,2006,1,155,m,Rhinichthys atratulus,FALSE,110,70.96774194,1
15210,26104,9-Aug-06,2006,1,155,m,Rhinichthys cataractae,FALSE,30,19.35483871,1
15210,26104,9-Aug-06,2006,1,155,m,Salmo trutta,FALSE,20,12.90322581,1
15210,26104,9-Aug-06,2006,1,155,m,Salvelinus fontinalis,TRUE,7,4.516129032,1
15210,26104,9-Aug-06,2006,1,155,m,Semotilus corporalis,FALSE,42,27.09677419,1
15210,26197,7-Aug-07,2007,1,156,m,Ameiurus natalis,FALSE,1,0.641025641,1
15210,26197,7-Aug-07,2007,1,156,m,Anguilla rostrata,FALSE,4,2.564102564,1
15210,26197,7-Aug-07,2007,1,156,m,Catostomus commersonii,FALSE,6,3.846153846,1
15210,26197,7-Aug-07,2007,1,156,m,Cottus cognatus,FALSE,4,2.564102564,1
15210,26197,7-Aug-07,2007,1,156,m,Esox niger,FALSE,3,1.923076923,1
15210,26197,7-Aug-07,2007,1,156,m,Etheostoma olmstedi,FALSE,1,0.641025641,1
15210,26197,7-Aug-07,2007,1,156,m,Luxilus cornutus,FALSE,16,10.25641026,1
15210,26197,7-Aug-07,2007,1,156,m,Micropterus salmoides,FALSE,35,22.43589744,1
15210,26197,7-Aug-07,2007,1,156,m,Rhinichthys atratulus,FALSE,52,33.33333333,1
15210,26197,7-Aug-07,2007,1,156,m,Rhinichthys cataractae,FALSE,11,7.051282051,1
15210,26197,7-Aug-07,2007,1,156,m,Salmo trutta,FALSE,11,7.051282051,1
15210,26197,7-Aug-07,2007,1,156,m,Salvelinus fontinalis,FALSE,10,6.41025641,1
15210,26197,7-Aug-07,2007,1,156,m,Semotilus corporalis,FALSE,22,14.1025641,1
15210,5310,1-Jul-04,2004,1,80,m,Anguilla rostrata,FALSE,2,2.5,1
15210,5310,1-Jul-04,2004,1,80,m,Catostomus commersonii,FALSE,7,8.75,1
15210,5310,1-Jul-04,2004,1,80,m,Cottus cognatus,FALSE,27,33.75,1
15210,5310,1-Jul-04,2004,1,80,m,Cyprinidae,FALSE,2,2.5,1
15210,5310,1-Jul-04,2004,1,80,m,Lepomis cyanellus,FALSE,1,1.25,1
15210,5310,1-Jul-04,2004,1,80,m,Rhinichthys atratulus,FALSE,78,97.5,1
15210,5310,1-Jul-04,2004,1,80,m,Rhinichthys cataractae,FALSE,20,25,1
15210,5310,1-Jul-04,2004,1,80,m,Salmo trutta,FALSE,8,10,1
15240,18879,27-Jul-88,1988,1,150,m,Catostomus commersonii,FALSE,29,19.33333333,1
15240,18879,27-Jul-88,1988,1,150,m,Cottus cognatus,FALSE,12,8,1
15240,18879,27-Jul-88,1988,1,150,m,Lepomis gibbosus,FALSE,4,2.666666667,1
15240,18879,27-Jul-88,1988,1,150,m,Luxilus cornutus,FALSE,1,0.666666667,1
15240,18879,27-Jul-88,1988,1,150,m,Oncorhynchus mykiss,TRUE,10,6.666666667,1
15240,18879,27-Jul-88,1988,1,150,m,Rhinichthys atratulus,FALSE,176,117.3333333,1
15240,18879,27-Jul-88,1988,1,150,m,Rhinichthys cataractae,FALSE,72,48,1
15240,18879,27-Jul-88,1988,1,150,m,Salvelinus fontinalis,TRUE,1,0.666666667,1
15240,18879,27-Jul-88,1988,1,150,m,Salvelinus fontinalis,FALSE,44,29.33333333,1
15240,18879,27-Jul-88,1988,1,150,m,Semotilus atromaculatus,FALSE,3,2,1
15240,2014039_FISH,7-Jul-14,2014,1,230,m,Catostomus commersonii,FALSE,3,1.304347826,1
15240,2014039_FISH,7-Jul-14,2014,1,230,m,Cottus cognatus,FALSE,2,0.869565217,1
15240,2014039_FISH,7-Jul-14,2014,1,230,m,Notemigonus crysoleucas,FALSE,1,0.434782609,1
15240,2014039_FISH,7-Jul-14,2014,1,230,m,Rhinichthys atratulus,FALSE,69,30,1
15240,2014039_FISH,7-Jul-14,2014,1,230,m,Rhinichthys cataractae,FALSE,33,14.34782609,1
15240,2014039_FISH,7-Jul-14,2014,1,230,m,Salvelinus fontinalis,FALSE,31,13.47826087,1
15240,2014039_FISH,7-Jul-14,2014,1,230,m,Semotilus atromaculatus,FALSE,1,0.434782609,1
15240,2016_914-1_FISH,10-Aug-16,2016,1,150,m,Notropis bifrenatus,FALSE,13,8.666666667,1
15240,2016_914-1_FISH,10-Aug-16,2016,1,150,m,Rhinichthys cataractae,FALSE,7,4.666666667,1
15240,2016_914-1_FISH,10-Aug-16,2016,1,150,m,Salvelinus fontinalis,TRUE,1,0.666666667,1
15240,25255,19-Jul-11,2011,1,150,m,Cottus cognatus,FALSE,2,1.333333333,1
15240,25255,19-Jul-11,2011,1,150,m,Rhinichthys atratulus,FALSE,75,50,1
15240,25255,19-Jul-11,2011,1,150,m,Rhinichthys cataractae,FALSE,14,9.333333333,1
15240,25255,19-Jul-11,2011,1,150,m,Salvelinus fontinalis,FALSE,32,21.33333333,1
15240,5314,2-Jul-04,2004,1,127,m,Ameiurus nebulosus,FALSE,1,0.787401575,1
15240,5314,2-Jul-04,2004,1,127,m,Catostomus commersonii,FALSE,4,3.149606299,1
15240,5314,2-Jul-04,2004,1,127,m,Cottus cognatus,FALSE,3,2.362204724,1
15240,5314,2-Jul-04,2004,1,127,m,Luxilus cornutus,FALSE,1,0.787401575,1
15240,5314,2-Jul-04,2004,1,127,m,Oncorhynchus mykiss,FALSE,17,13.38582677,1
15240,5314,2-Jul-04,2004,1,127,m,Rhinichthys atratulus,FALSE,52,40.94488189,1
15240,5314,2-Jul-04,2004,1,127,m,Rhinichthys cataractae,FALSE,24,18.8976378,1
15240,5314,2-Jul-04,2004,1,127,m,Salvelinus fontinalis,FALSE,25,19.68503937,1
15244,19319,29-Jun-92,1992,1,100,m,Catostomus commersonii,FALSE,1,1,1
15244,19319,29-Jun-92,1992,1,100,m,Lepomis gibbosus,FALSE,8,8,1
15244,19319,29-Jun-92,1992,1,100,m,Notemigonus crysoleucas,FALSE,1,1,1
15244,19319,29-Jun-92,1992,1,100,m,Rhinichthys atratulus,FALSE,55,55,1
15244,19319,29-Jun-92,1992,1,100,m,Salmo trutta,FALSE,15,15,1
15244,19319,29-Jun-92,1992,1,100,m,Salvelinus fontinalis,FALSE,157,157,1
15244,19319,29-Jun-92,1992,1,100,m,Semotilus atromaculatus,FALSE,26,26,1
15244,25056,15-Jun-11,2011,1,125,m,Lepomis macrochirus,FALSE,1,0.8,1
15244,25056,15-Jun-11,2011,1,125,m,Rhinichthys atratulus,FALSE,70,56,1
15244,25056,15-Jun-11,2011,1,125,m,Salvelinus fontinalis,FALSE,4,3.2,1
15244,25056,15-Jun-11,2011,1,125,m,Semotilus atromaculatus,FALSE,1,0.8,1
15274,19041,20-Jun-90,1990,1,150,m,Catostomus commersonii,FALSE,1,0.666666667,1
15274,19041,20-Jun-90,1990,1,150,m,Rhinichthys atratulus,FALSE,115,76.66666667,1
15274,19041,20-Jun-90,1990,1,150,m,Salvelinus fontinalis,TRUE,2,1.333333333,1
15274,19041,20-Jun-90,1990,1,150,m,Salvelinus fontinalis,FALSE,114,76,1
15274,19041,20-Jun-90,1990,1,150,m,Semotilus atromaculatus,FALSE,2,1.333333333,1
15274,2018035_FISH,8-Aug-18,2018,1,100,m,Micropterus salmoides,FALSE,6,6,1
15274,2018035_FISH,8-Aug-18,2018,1,100,m,Rhinichthys atratulus,FALSE,197,197,1
15274,2018035_FISH,8-Aug-18,2018,1,100,m,Salvelinus fontinalis,FALSE,1,1,1
15274,2018035_FISH,8-Aug-18,2018,1,100,m,Semotilus atromaculatus,FALSE,25,25,1
15304,10993,26-Jun-07,2007,1,75,m,Catostomus commersonii,FALSE,1,1.333333333,1
15304,10993,26-Jun-07,2007,1,75,m,Notemigonus crysoleucas,FALSE,1,1.333333333,1
15304,10993,26-Jun-07,2007,1,75,m,Rhinichthys atratulus,FALSE,1,1.333333333,1
15304,10993,26-Jun-07,2007,1,75,m,Salvelinus fontinalis,FALSE,1,1.333333333,1
15304,2014018_FISH,20-Jun-14,2014,1,103,m,Catostomus commersonii,FALSE,2,1.941747573,1
15304,2014018_FISH,20-Jun-14,2014,1,103,m,Lepomis cyanellus,FALSE,1,0.970873786,1
15304,2014018_FISH,20-Jun-14,2014,1,103,m,Rhinichthys atratulus,FALSE,32,31.06796117,1
15304,2014018_FISH,20-Jun-14,2014,1,103,m,Salvelinus fontinalis,FALSE,11,10.67961165,1
15304,20254,1-Jun-10,2010,1,100,m,Lepomis cyanellus,FALSE,2,2,1
15304,20254,1-Jun-10,2010,1,100,m,Rhinichthys atratulus,FALSE,3,3,1
15304,20254,1-Jun-10,2010,1,100,m,Salvelinus fontinalis,FALSE,9,9,1
15304,26297,17-Jul-09,2009,1,75,m,Catostomus commersonii,FALSE,1,1.333333333,1
15304,26297,17-Jul-09,2009,1,75,m,Rhinichthys atratulus,FALSE,1,1.333333333,1
15304,26297,17-Jul-09,2009,1,75,m,Salvelinus fontinalis,TRUE,2,2.666666667,1
15304,5369,9-Jul-04,2004,1,56,m,Lepomis cyanellus,FALSE,1,1.785714286,1
15304,5369,9-Jul-04,2004,1,56,m,Rhinichthys atratulus,FALSE,1,1.785714286,1
15304,5369,9-Jul-04,2004,1,56,m,Salvelinus fontinalis,FALSE,3,5.357142857,1
15304,6555,12-Jul-05,2005,1,150,m,Lepomis cyanellus,FALSE,1,0.666666667,1
15304,6555,12-Jul-05,2005,1,150,m,Rhinichthys atratulus,FALSE,8,5.333333333,1
15306,10124,11-Jul-06,2006,1,105,m,Lepomis gibbosus,FALSE,4,3.80952381,1
