staSeq,locationName,Sample_Year,YearGrp,SumOfABUNDANCE,LAB_ID,CTDEEP LabID,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,TaxonNameCurrent,WQXTaxonName,VisitNum,BCG_Attribute,CTTempOptimaAvg,RegionalTempOptimaClass,RelAbund
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Anchytarsus bicolor,L,1,03-Oct-13,Anchytarsus bicolor,Anchytarsus bicolor,14350_10_3_2013_1_First,3,4.333333333,Cool,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Baetis intercalaris,L,13,03-Oct-13,Baetis intercalaris,Baetis intercalaris,14350_10_3_2013_1_First,4,7.333333333,Warm,0.051383399
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Baetis pluto,L,1,03-Oct-13,Baetis pluto,Baetis pluto,14350_10_3_2013_1_First,4,6,Cool,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Baetis tricaudatus,L,5,03-Oct-13,Baetis tricaudatus,Baetis tricaudatus,14350_10_3_2013_1_First,4,6.333333333,Cold,0.019762846
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Boyeria vinosa,L,1,03-Oct-13,Boyeria vinosa,Boyeria vinosa,14350_10_3_2013_1_First,4,6,Cool,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Ceratopsyche bronta,L,13,03-Oct-13,Ceratopsyche bronta,Ceratopsyche bronta,14350_10_3_2013_1_First,5,6,Warm,0.051383399
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Ceratopsyche sparna,L,7,03-Oct-13,Ceratopsyche sparna,Ceratopsyche sparna,14350_10_3_2013_1_First,5,4.666666667,Cool,0.027667984
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Cheumatopsyche,L,11,03-Oct-13,Cheumatopsyche,Cheumatopsyche,14350_10_3_2013_1_First,5,5.666666667,Cool,0.043478261
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Chimarra aterrima,L,19,03-Oct-13,Chimarra aterrima,Chimarra aterrima,14350_10_3_2013_1_First,4,5.333333333,Cool,0.075098814
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Chironomidae,P,3,03-Oct-13,Chironomidae,Chironomidae,14350_10_3_2013_1_First,,,,0.011857708
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Dicranota,L,1,03-Oct-13,Dicranota,Dicranota,14350_10_3_2013_1_First,3,3,Cold,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Diplectrona modesta,L,1,03-Oct-13,Diplectrona modesta,Diplectrona modesta,14350_10_3_2013_1_First,3,3,Cold,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Dolophilodes,L,42,03-Oct-13,Dolophilodes,Dolophilodes,14350_10_3_2013_1_First,3,3.666666667,Cool,0.166007905
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Ephemerella,L,9,03-Oct-13,Eurylophella,Eurylophella,14350_10_3_2013_1_First,4,3,Cool,0.035573123
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Ferrissia,L,5,03-Oct-13,Ferrissia,Ferrissia,14350_10_3_2013_1_First,4,4.333333333,Cool,0.019762846
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Glossosoma,L,3,03-Oct-13,Glossosoma,Glossosoma,14350_10_3_2013_1_First,4,4.333333333,Cool,0.011857708
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Hydropsyche betteni,L,24,03-Oct-13,Hydropsyche betteni,Hydropsyche betteni,14350_10_3_2013_1_First,5,5.333333333,Cool,0.09486166
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Hydropsychidae,L,6,03-Oct-13,Hydropsychidae,Hydropsychidae,14350_10_3_2013_1_First,,,,0.023715415
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Lebertia,L,1,03-Oct-13,Lebertia,Lebertia,14350_10_3_2013_1_First,4,,Cold,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Lepidostoma,L,2,03-Oct-13,Lepidostoma,Lepidostoma,14350_10_3_2013_1_First,2,3.333333333,Cold,0.007905138
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Maccaffertium,L,4,03-Oct-13,Maccaffertium,Maccaffertium,14350_10_3_2013_1_First,4,5.333333333,Cool,0.015810277
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Micromenetus dilatatus,L,1,03-Oct-13,Menetus dilatatus,Menetus dilatatus,14350_10_3_2013_1_First,4,,,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Nigronia serricornis,L,1,03-Oct-13,Nigronia serricornis,Nigronia serricornis,14350_10_3_2013_1_First,3,4.333333333,Cool,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Optioservus,L,7,03-Oct-13,Optioservus,Optioservus,14350_10_3_2013_1_First,4,4.666666667,Cool,0.027667984
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Optioservus ovalis,A,1,03-Oct-13,Optioservus ovalis,Optioservus ovalis,14350_10_3_2013_1_First,4,4.666666667,Cool,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Oribatei,L,1,03-Oct-13,Oribatei,Oribatida,14350_10_3_2013_1_First,,,,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Oulimnius latiusculus,L,19,03-Oct-13,Oulimnius latiusculus,Oulimnius latiusculus,14350_10_3_2013_1_First,3,5,Cold,0.075098814
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Parachaetocladius,L,1,03-Oct-13,Parachaetocladius,Parachaetocladius,14350_10_3_2013_1_First,3,5.333333333,Cold,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Paragnetina immarginata,L,2,03-Oct-13,Paragnetina immarginata,Paragnetina immarginata,14350_10_3_2013_1_First,3,4.333333333,Cool,0.007905138
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Paraleptophlebia,L,6,03-Oct-13,Paraleptophlebia,Paraleptophlebia,14350_10_3_2013_1_First,2,3,Cold,0.023715415
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Plecoptera,L,1,03-Oct-13,Plecoptera,Plecoptera,14350_10_3_2013_1_First,,,,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Polypedilum aviceps,L,1,03-Oct-13,Polypedilum aviceps,Polypedilum aviceps,14350_10_3_2013_1_First,4,5.333333333,Cool,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Promoresia tardella,L,3,03-Oct-13,Promoresia tardella,Promoresia tardella,14350_10_3_2013_1_First,3,5,Cool,0.011857708
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Psephenus herricki,L,7,03-Oct-13,Psephenus herricki,Psephenus herricki,14350_10_3_2013_1_First,3,4.666666667,Warm,0.027667984
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Pteronarcys,L,2,03-Oct-13,Pteronarcys,Pteronarcys,14350_10_3_2013_1_First,2,,Cold,0.007905138
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Rhyacophila,L,1,03-Oct-13,Rhyacophila,Rhyacophila,14350_10_3_2013_1_First,3,,,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Rhyacophila carolina,L,1,03-Oct-13,Rhyacophila carolina,Rhyacophila carolina,14350_10_3_2013_1_First,3,1.333333333,Cold,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Rhyacophila fuscula,L,3,03-Oct-13,Rhyacophila fuscula,Rhyacophila fuscula,14350_10_3_2013_1_First,3,4,Cold,0.011857708
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Rhyacophila minora,L,3,03-Oct-13,Rhyacophila minora,Rhyacophila minora,14350_10_3_2013_1_First,3,3.666666667,Cold,0.011857708
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Serratella deficiens,L,8,03-Oct-13,Teloganopsis deficiens,Teloganopsis deficiens,14350_10_3_2013_1_First,3,4,Warm,0.031620553
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Simulium,L,2,03-Oct-13,Simulium,Simulium,14350_10_3_2013_1_First,5,6,Cool,0.007905138
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Stenelmis,L,1,03-Oct-13,Stenelmis,Stenelmis,14350_10_3_2013_1_First,4,5.666666667,Warm,0.003952569
14470,Tankerhoosen River,2013,5,253,14350,13-B-078,1,Riffle,KN2M2,First,WAA,Tvetenia bavarica group,L,5,03-Oct-13,Tvetenia bavarica group,Tvetenia bavarica group,14350_10_3_2013_1_First,4,6,Cool,0.019762846
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Acroneuria abnormis,L,2,15-Sep-14,Acroneuria abnormis,Acroneuria abnormis,620.1-003_9_15_2014_1_First,3,4,Cool,0.008264463
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Agnetina capitata,L,2,15-Sep-14,Agnetina capitata,Agnetina capitata,620.1-003_9_15_2014_1_First,3,,Cool,0.008264463
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Anchytarsus bicolor,L,1,15-Sep-14,Anchytarsus bicolor,Anchytarsus bicolor,620.1-003_9_15_2014_1_First,3,4.333333333,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Antocha,L,1,15-Sep-14,Antocha,Antocha,620.1-003_9_15_2014_1_First,5,5.666666667,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Baetis intercalaris,L,9,15-Sep-14,Baetis intercalaris,Baetis intercalaris,620.1-003_9_15_2014_1_First,4,7.333333333,Warm,0.037190083
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Baetis pluto,L,2,15-Sep-14,Baetis pluto,Baetis pluto,620.1-003_9_15_2014_1_First,4,6,Cool,0.008264463
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Baetis tricaudatus,L,6,15-Sep-14,Baetis tricaudatus,Baetis tricaudatus,620.1-003_9_15_2014_1_First,4,6.333333333,Cold,0.024793388
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Boyeria grafiana,L,1,15-Sep-14,Boyeria grafiana,Boyeria grafiana,620.1-003_9_15_2014_1_First,4,6,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Caecidotea,A,1,15-Sep-14,Caecidotea,Caecidotea,620.1-003_9_15_2014_1_First,4,5,Warm,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Ceratopsyche,L,4,15-Sep-14,Ceratopsyche,Ceratopsyche,620.1-003_9_15_2014_1_First,5,,,0.016528926
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Ceratopsyche bronta,L,13,15-Sep-14,Ceratopsyche bronta,Ceratopsyche bronta,620.1-003_9_15_2014_1_First,5,6,Warm,0.053719008
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Ceratopsyche sparna,L,4,15-Sep-14,Ceratopsyche sparna,Ceratopsyche sparna,620.1-003_9_15_2014_1_First,5,4.666666667,Cool,0.016528926
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Cheumatopsyche,L,9,15-Sep-14,Cheumatopsyche,Cheumatopsyche,620.1-003_9_15_2014_1_First,5,5.666666667,Cool,0.037190083
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Chimarra aterrima,L,4,15-Sep-14,Chimarra aterrima,Chimarra aterrima,620.1-003_9_15_2014_1_First,4,5.333333333,Cool,0.016528926
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Chironomidae,P,1,15-Sep-14,Chironomidae,Chironomidae,620.1-003_9_15_2014_1_First,,,,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Cordulegaster,L,1,15-Sep-14,Cordulegaster,Cordulegaster,620.1-003_9_15_2014_1_First,3,,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Dicranota,L,6,15-Sep-14,Dicranota,Dicranota,620.1-003_9_15_2014_1_First,3,3,Cold,0.024793388
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Diphetor hageni,L,1,15-Sep-14,Diphetor hageni,Diphetor hageni,620.1-003_9_15_2014_1_First,,,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Dolophilodes,L,6,15-Sep-14,Dolophilodes,Dolophilodes,620.1-003_9_15_2014_1_First,3,3.666666667,Cool,0.024793388
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Eccoptura xanthenes,L,2,15-Sep-14,Eccoptura xanthenes,Eccoptura xanthenes,620.1-003_9_15_2014_1_First,3,,,0.008264463
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Ephemerella,L,24,15-Sep-14,Eurylophella,Eurylophella,620.1-003_9_15_2014_1_First,4,3,Cool,0.099173554
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Glossosoma,L,10,15-Sep-14,Glossosoma,Glossosoma,620.1-003_9_15_2014_1_First,4,4.333333333,Cool,0.041322314
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Goera,L,2,15-Sep-14,Goera,Goera,620.1-003_9_15_2014_1_First,2,,Cool,0.008264463
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Gomphidae,L,1,15-Sep-14,Gomphidae,Gomphidae,620.1-003_9_15_2014_1_First,3,,,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Hydropsyche betteni,L,10,15-Sep-14,Hydropsyche betteni,Hydropsyche betteni,620.1-003_9_15_2014_1_First,5,5.333333333,Cool,0.041322314
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Hydropsychidae,L,1,15-Sep-14,Hydropsychidae,Hydropsychidae,620.1-003_9_15_2014_1_First,,,,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Isoperla,L,3,15-Sep-14,Isoperla,Isoperla,620.1-003_9_15_2014_1_First,3,,Cold,0.012396694
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,1,15-Sep-14,Iswaeon anoka,Iswaeon anoka,620.1-003_9_15_2014_1_First,,,,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,12,15-Sep-14,Laevapex fuscus,Laevapex fuscus,620.1-003_9_15_2014_1_First,4,4.666666667,Cool,0.049586777
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Lepidostoma,L,4,15-Sep-14,Lepidostoma,Lepidostoma,620.1-003_9_15_2014_1_First,2,3.333333333,Cold,0.016528926
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Leuctra,L,2,15-Sep-14,Leuctra,Leuctra,620.1-003_9_15_2014_1_First,2,2,Cold,0.008264463
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Lumbriculidae,A,3,15-Sep-14,Lumbriculidae,Lumbriculidae,620.1-003_9_15_2014_1_First,4,5.333333333,Cool,0.012396694
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Maccaffertium,L,3,15-Sep-14,Maccaffertium,Maccaffertium,620.1-003_9_15_2014_1_First,4,5.333333333,Cool,0.012396694
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Micrasema,L,1,15-Sep-14,Micrasema,Micrasema,620.1-003_9_15_2014_1_First,3,4.666666667,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Micropsectra/Tanytarsus,L,3,15-Sep-14,Micropsectra/Tanytarsus,Micropsectra/Tanytarsus,620.1-003_9_15_2014_1_First,3,6.666666667,Cool,0.012396694
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Microtendipes rydalensis group,L,4,15-Sep-14,Microtendipes rydalensis group,Microtendipes rydalensis group,620.1-003_9_15_2014_1_First,4,3.666666667,Cool,0.016528926
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Optioservus,L,25,15-Sep-14,Optioservus,Optioservus,620.1-003_9_15_2014_1_First,4,4.666666667,Cool,0.103305785
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Optioservus ovalis,A,3,15-Sep-14,Optioservus ovalis,Optioservus ovalis,620.1-003_9_15_2014_1_First,4,4.666666667,Cool,0.012396694
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Oulimnius latiusculus,L,21,15-Sep-14,Oulimnius latiusculus,Oulimnius latiusculus,620.1-003_9_15_2014_1_First,3,5,Cold,0.08677686
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Polypedilum aviceps,L,2,15-Sep-14,Polypedilum aviceps,Polypedilum aviceps,620.1-003_9_15_2014_1_First,4,5.333333333,Cool,0.008264463
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Promoresia tardella,L,16,15-Sep-14,Promoresia tardella,Promoresia tardella,620.1-003_9_15_2014_1_First,3,5,Cool,0.066115702
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Psephenus herricki,L,5,15-Sep-14,Psephenus herricki,Psephenus herricki,620.1-003_9_15_2014_1_First,3,4.666666667,Warm,0.020661157
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Rheotanytarsus,L,3,15-Sep-14,Rheotanytarsus,Rheotanytarsus,620.1-003_9_15_2014_1_First,4,,,0.012396694
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Rhyacophila,L,1,15-Sep-14,Rhyacophila,Rhyacophila,620.1-003_9_15_2014_1_First,3,,,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Rhyacophila minora,L,1,15-Sep-14,Rhyacophila minora,Rhyacophila minora,620.1-003_9_15_2014_1_First,3,3.666666667,Cold,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Simulium,L,1,15-Sep-14,Simulium,Simulium,620.1-003_9_15_2014_1_First,5,6,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Sperchon,A,1,15-Sep-14,Sperchon,Sperchon,620.1-003_9_15_2014_1_First,4,6,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Sperchonopsis,A,1,15-Sep-14,Sperchonopsis,Sperchonopsis,620.1-003_9_15_2014_1_First,4,,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Stempellinella,L,1,15-Sep-14,Stempellinella,Stempellinella,620.1-003_9_15_2014_1_First,3,,Cool,0.004132231
14470,Tankerhoosen River,2014,5,242,620.1-003,14-B-003,1,Riffle,KN2M2,First,WAA,Thienemannimyia group,L,1,15-Sep-14,Thienemannimyia group,Thienemannimyia group,620.1-003_9_15_2014_1_First,4,4.333333333,Cool,0.004132231
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Acroneuria,L,4,01-Oct-15,Acroneuria,Acroneuria,620.2-096_10_1_2015_1_First,3,4,Cool,0.017391304
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Acroneuria abnormis,L,7,01-Oct-15,Acroneuria abnormis,Acroneuria abnormis,620.2-096_10_1_2015_1_First,3,4,Cool,0.030434783
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Agnetina capitata,L,2,01-Oct-15,Agnetina capitata,Agnetina capitata,620.2-096_10_1_2015_1_First,3,,Cool,0.008695652
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Anchytarsus bicolor,L,6,01-Oct-15,Anchytarsus bicolor,Anchytarsus bicolor,620.2-096_10_1_2015_1_First,3,4.333333333,Cool,0.026086957
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Antocha,L,1,01-Oct-15,Antocha,Antocha,620.2-096_10_1_2015_1_First,5,5.666666667,Cool,0.004347826
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Baetis pluto,L,1,01-Oct-15,Baetis pluto,Baetis pluto,620.2-096_10_1_2015_1_First,4,6,Cool,0.004347826
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Baetis tricaudatus,L,1,01-Oct-15,Baetis tricaudatus,Baetis tricaudatus,620.2-096_10_1_2015_1_First,4,6.333333333,Cold,0.004347826
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Ceratopsyche bronta,L,8,01-Oct-15,Ceratopsyche bronta,Ceratopsyche bronta,620.2-096_10_1_2015_1_First,5,6,Warm,0.034782609
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Ceratopsyche sparna,L,5,01-Oct-15,Ceratopsyche sparna,Ceratopsyche sparna,620.2-096_10_1_2015_1_First,5,4.666666667,Cool,0.02173913
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Cheumatopsyche,L,19,01-Oct-15,Cheumatopsyche,Cheumatopsyche,620.2-096_10_1_2015_1_First,5,5.666666667,Cool,0.082608696
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Chimarra aterrima,L,23,01-Oct-15,Chimarra aterrima,Chimarra aterrima,620.2-096_10_1_2015_1_First,4,5.333333333,Cool,0.1
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Dicranota,L,4,01-Oct-15,Dicranota,Dicranota,620.2-096_10_1_2015_1_First,3,3,Cold,0.017391304
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Diplectrona modesta,L,1,01-Oct-15,Diplectrona modesta,Diplectrona modesta,620.2-096_10_1_2015_1_First,3,3,Cold,0.004347826
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Dolophilodes,L,18,01-Oct-15,Dolophilodes,Dolophilodes,620.2-096_10_1_2015_1_First,3,3.666666667,Cool,0.07826087
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Eccoptura xanthenes,L,1,01-Oct-15,Eccoptura xanthenes,Eccoptura xanthenes,620.2-096_10_1_2015_1_First,3,,,0.004347826
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Epeorus,L,2,01-Oct-15,Epeorus,Epeorus,620.2-096_10_1_2015_1_First,2,2.666666667,Cool,0.008695652
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Ephemerella,L,14,01-Oct-15,Eurylophella,Eurylophella,620.2-096_10_1_2015_1_First,4,3,Cool,0.060869565
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Glossosoma,L,3,01-Oct-15,Glossosoma,Glossosoma,620.2-096_10_1_2015_1_First,4,4.333333333,Cool,0.013043478
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Goera,L,1,01-Oct-15,Goera,Goera,620.2-096_10_1_2015_1_First,2,,Cool,0.004347826
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Gomphidae,L,1,01-Oct-15,Gomphidae,Gomphidae,620.2-096_10_1_2015_1_First,3,,,0.004347826
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Hydropsyche betteni,L,4,01-Oct-15,Hydropsyche betteni,Hydropsyche betteni,620.2-096_10_1_2015_1_First,5,5.333333333,Cool,0.017391304
14470,Tankerhoosen River,2015,5,230,620.2-096,15-B-085,1,Riffle,KN2M2,First,WAA,Hydropsychidae,L,4,01-Oct-15,Hydropsychidae,Hydropsychidae,620.2-096_10_1_2015_1_First,,,,0.017391304
