staSeq,locationName,Sample_Year,YearGrp,SumOfABUNDANCE,LAB_ID,CTDEEP LabID,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,TaxonNameCurrent,WQXTaxonName,VisitNum,BCG_Attribute,CTTempOptimaAvg,RegionalTempOptimaClass,RelAbund
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Microcylloepus,L,1,29-Nov-06,Microcylloepus,,,4,6.666666667,Cool,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Heptageniidae,L,1,21-Sep-16,Heptageniidae,Heptageniidae,16-B-011_9_21_2016_1_First,,,,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Lepidostoma,L,1,21-Sep-16,Lepidostoma,Lepidostoma,16-B-011_9_21_2016_1_First,2,3.333333333,Cold,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Oligochaeta,L,1,21-Sep-16,Oligochaeta,Oligochaeta (Oligochaeta),16-B-011_9_21_2016_1_First,,,,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Polycentropodidae,L,1,21-Sep-16,Polycentropodidae,Polycentropodidae,16-B-011_9_21_2016_1_First,3,,,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Polypedilum aviceps,L,1,21-Sep-16,Polypedilum aviceps,Polypedilum aviceps,16-B-011_9_21_2016_1_First,4,5.333333333,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Psephenus herricki,L,1,13-Oct-16,Psephenus herricki,Psephenus herricki,16-B-074_10_13_2016_1_First,3,4.666666667,Warm,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Thienemanniella,L,1,13-Oct-16,Thienemanniella,Thienemanniella,16-B-074_10_13_2016_1_First,4,7.333333333,Cool,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Stylodrilus,L,1,21-Sep-16,Stylodrilus,Stylodrilus,16-B-011_9_21_2016_1_First,,5.333333333,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Physella,A,1,13-Oct-16,Physa integra/heterostropha group,Physa,16-B-074_10_13_2016_1_First,4,6,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Physidae,A,1,13-Oct-16,Physidae,Physidae,16-B-074_10_13_2016_1_First,,,,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Elmidae,L,1,21-Sep-16,Elmidae,Elmidae,16-B-011_9_21_2016_1_First,4,,,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Macronychus glabratus,L,1,29-Nov-06,Macronychus glabratus,,,4,6.666666667,Cool,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Microcylloepus,A,1,29-Nov-06,Microcylloepus,,,4,6.666666667,Cool,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Turbellaria,A,1,29-Nov-06,Turbellaria,,,4,6.666666667,Warm,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Parametriocnemus,L,1,29-Nov-06,Parametriocnemus,,,4,5,Cool,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Rheotanytarsus exiguus group,L,1,29-Nov-06,Rheotanytarsus exiguus group,,,4,6,Warm,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Sphaeriidae,A,1,21-Sep-16,Pisidiidae,Pisidiidae,16-B-011_9_21_2016_1_First,4,,,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Antocha,L,1,13-Oct-16,Antocha,Antocha,16-B-074_10_13_2016_1_First,5,5.666666667,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Micromenetus dilatatus,A,1,13-Oct-16,Menetus dilatatus,Menetus dilatatus,16-B-074_10_13_2016_1_First,4,,,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Mystacides,L,1,13-Oct-16,Mystacides,Mystacides,16-B-074_10_13_2016_1_First,4,7.666666667,Warm,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Optioservus tardellus,L,1,13-Oct-16,Optioservus tardellus,Optioservus tardellus,16-B-074_10_13_2016_1_First,4,4.666666667,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Ferrissia,A,1,13-Oct-16,Ferrissia,Ferrissia,16-B-074_10_13_2016_1_First,4,4.333333333,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Cricotopus trifascia group,L,1,13-Oct-16,Cricotopus trifascia group,Cricotopus trifascia group,16-B-074_10_13_2016_1_First,5.5,7,Warm,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Acroneuria,L,1,21-Sep-16,Acroneuria,Acroneuria,16-B-011_9_21_2016_1_First,3,4,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Corbicula fluminea,A,1,13-Oct-16,Corbicula fluminea,Corbicula fluminea,16-B-074_10_13_2016_1_First,6,,,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Coenagrionidae,L,1,13-Oct-16,Coenagrionidae,Coenagrionidae,16-B-074_10_13_2016_1_First,4,,,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Maccaffertium,L,1,29-Nov-06,Maccaffertium,,,4,5.333333333,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Argia,L,1,13-Oct-16,Argia,Argia,16-B-074_10_13_2016_1_First,4,4.333333333,Warm,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Microcylloepus pusillus,L,1,13-Oct-16,Microcylloepus pusillus,Microcylloepus pusillus,16-B-074_10_13_2016_1_First,4,6.666666667,Cool,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Antocha,L,1,21-Sep-16,Antocha,Antocha,16-B-011_9_21_2016_1_First,5,5.666666667,Cool,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Ceratopsyche slossonae,L,1,21-Sep-16,Ceratopsyche slossonae,Ceratopsyche slossonae,16-B-011_9_21_2016_1_First,5,,Cool,0.005291005
19016,Trout Brook,2016,6,189,16-B-074,16-B-074,1,Riffle,KN2M2,First,WAA,Acari,L,1,13-Oct-16,Acari,Acari,16-B-074_10_13_2016_1_First,4,,,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Micropsectra,L,1,29-Nov-06,Micropsectra,,,3,6.666666667,Cool,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Chironomidae,P,1,21-Sep-16,Chironomidae,Chironomidae,16-B-011_9_21_2016_1_First,,,,0.005291005
15530,Weekeepeemee River,2016,6,189,16-B-011,16-B-011,1,Riffle,KN2M2,First,WAA,Chironominae,L,1,21-Sep-16,Chironominae,Chironominae,16-B-011_9_21_2016_1_First,,,,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Tvetenia vitracies group,L,1,29-Nov-06,Tvetenia vitracies group,,,4,7,Warm,0.005291005
14853,Norwalk River,2006,4,189,10117,06-B-124-First,1,Riffle,KN2M2,First,,Eukiefferiella devonica group,L,1,29-Nov-06,Eukiefferiella devonica group,,,3,7,Cool,0.005291005
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Chimarra socia,L,1,13-Oct-04,Chimarra socia,,,4,3,Warm,0.005319149
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Argia,L,1,13-Oct-04,Argia,,,4,4.333333333,Warm,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Optioservus ovalis,A,1,19-Sep-06,Optioservus ovalis,,,4,4.666666667,Cool,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Optioservus,L,1,28-Oct-16,Optioservus,Optioservus,16-B-114_10_28_2016_1_First,4,4.666666667,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Micrasema,L,1,19-Sep-06,Micrasema,,,3,4.666666667,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Orthocladius (Euorthocladius),L,1,19-Sep-06,Orthocladius (Euorthocladius),,,4,4.666666667,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Macronychus glabratus,L,1,19-Sep-06,Macronychus glabratus,,,4,6.666666667,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Tanytarsus,L,1,07-Oct-10,Sublettea,,,4,,Cool,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Optioservus tardellus,A,1,28-Oct-16,Optioservus tardellus,Optioservus tardellus,16-B-114_10_28_2016_1_First,4,4.666666667,Cool,0.005319149
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Diplectrona modesta,L,1,13-Oct-04,Diplectrona modesta,,,3,3,Cold,0.005319149
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Simuliidae,P,1,13-Oct-04,Simuliidae,,,,,,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Physella acuta,A,1,28-Oct-16,Physella acuta,Physella acuta,16-B-114_10_28_2016_1_First,,,Warm,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Psephenus herricki,L,1,28-Oct-16,Psephenus herricki,Psephenus herricki,16-B-114_10_28_2016_1_First,3,4.666666667,Warm,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Triaenodes,L,1,28-Oct-16,Triaenodes,Triaenodes,16-B-114_10_28_2016_1_First,4,,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,1,07-Oct-10,Acroneuria abnormis,,,3,4,Cool,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Optioservus tardellus,L,1,28-Oct-16,Optioservus tardellus,Optioservus tardellus,16-B-114_10_28_2016_1_First,4,4.666666667,Cool,0.005319149
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Thienemanniella,L,1,13-Oct-04,Thienemanniella,,,4,7.333333333,Cool,0.005319149
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Sphaeriidae,A,1,13-Oct-04,Pisidiidae,,,4,,,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Tvetenia vitracies group,L,1,19-Sep-06,Tvetenia vitracies group,,,4,7,Warm,0.005319149
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Optioservus ovalis,A,1,13-Oct-04,Optioservus ovalis,,,4,4.666666667,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Tvetenia bavarica group,L,1,19-Sep-06,Tvetenia bavarica group,,,4,6,Cool,0.005319149
14332,Naugatuck River,1999,2,188,783,NR27A,1,Riffle,KN2M2,First,,Acroneuria,L,1,10-Nov-99,Acroneuria,,,3,4,Cool,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Optioservus trivittatus,A,1,28-Oct-16,Optioservus trivittatus,Optioservus trivittatus,16-B-114_10_28_2016_1_First,4,4.666666667,Cool,0.005319149
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Paragnetina media,L,1,13-Oct-04,Paragnetina media,,,3,4.666666667,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Sperchon,A,1,19-Sep-06,Sperchon,,,4,6,Cool,0.005319149
14332,Naugatuck River,1999,2,188,783,NR27A,1,Riffle,KN2M2,First,,Orthocladius obumbratus,L,1,10-Nov-99,Orthocladius obumbratus,,,4,4.666666667,Cool,0.005319149
14332,Naugatuck River,1999,2,188,783,NR27A,1,Riffle,KN2M2,First,,Fossaria,A,1,10-Nov-99,Fossaria,,,4,,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Rheocricotopus,L,1,19-Sep-06,Rheocricotopus,,,3,7,Cool,0.005319149
14332,Naugatuck River,1999,2,188,783,NR27A,1,Riffle,KN2M2,First,,Dolophilodes,L,1,10-Nov-99,Dolophilodes,,,3,3.666666667,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Polypedilum aviceps,L,1,19-Sep-06,Polypedilum aviceps,,,4,5.333333333,Cool,0.005319149
14581,Willimantic River,2004,3,188,6199,WL2,1,Riffle,KN2M2,First,,Simulium,L,1,13-Oct-04,Simulium,,,5,6,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Eurylophella,L,1,07-Oct-10,Eurylophella,,,4,3,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Tipula,L,1,07-Oct-10,Tipula,,,4,4,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Hagenius brevistylus,L,1,07-Oct-10,Hagenius brevistylus,,,2,,Warm,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Cardiocladius obscurus,L,1,13-Oct-95,Cardiocladius obscurus,,,5.5,8,Warm,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Stylogomphus albistylus,L,1,07-Oct-10,Stylogomphus albistylus,,,3,2.666666667,Cool,0.005319149
14389,Pequabuck River,1991,1,188,7077,PR4,1,Riffle,KN2M2,First,,Cardiocladius obscurus,L,1,20-Nov-91,Cardiocladius obscurus,,,5.5,8,Warm,0.005319149
14389,Pequabuck River,1991,1,188,7077,PR4,1,Riffle,KN2M2,First,,Crambidae,L,1,20-Nov-91,Crambidae,,,,,Cool,0.005319149
14389,Pequabuck River,1991,1,188,7077,PR4,1,Riffle,KN2M2,First,,Cricotopus tremulus group,L,1,20-Nov-91,Cricotopus tremulus group,,,5.5,7,Warm,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Cricotopus trifascia group,L,1,13-Oct-95,Cricotopus trifascia group,,,5.5,7,Warm,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Dicrotendipes,L,1,07-Oct-10,Dicrotendipes,,,5.5,7.666666667,Warm,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Ceratopsyche bifida group,L,1,13-Oct-95,Ceratopsyche morosa,,,5,5,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Paragnetina media,L,1,07-Oct-10,Paragnetina media,,,3,4.666666667,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Hemerodromia,L,1,07-Oct-10,Hemerodromia,,,5,6,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Optioservus immunis,A,1,07-Oct-10,Optioservus immunis,,,4,4.666666667,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Prostoma,A,1,07-Oct-10,Prostoma,,,4,5,Warm,0.005319149
14389,Pequabuck River,1991,1,188,7077,PR4,1,Riffle,KN2M2,First,,Micromenetus dilatatus,A,1,20-Nov-91,Menetus dilatatus,,,4,,,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Simulium,L,1,07-Oct-10,Simulium,,,5,6,Cool,0.005319149
14389,Pequabuck River,1991,1,188,7077,PR4,1,Riffle,KN2M2,First,,Tvetenia bavarica/paucunca,L,1,20-Nov-91,Tvetenia bavarica/paucunca,,,4,,,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Ceratopsyche sparna,L,1,28-Oct-16,Ceratopsyche sparna,Ceratopsyche sparna,16-B-114_10_28_2016_1_First,5,4.666666667,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Orconectes immunis,A,1,07-Oct-10,Orconectes immunis,,,,5.333333333,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Optioservus,L,1,07-Oct-10,Optioservus,,,4,4.666666667,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Maccaffertium,L,1,19-Sep-06,Maccaffertium,,,4,5.333333333,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Glossosomatidae,P,1,19-Sep-06,Glossosomatidae,,,4,,,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Oulimnius,L,1,19-Sep-06,Oulimnius,,,3,5,Cold,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,1,19-Sep-06,Acroneuria abnormis,,,3,4,Cool,0.005319149
14280,Little River,2016,6,188,16-B-114,16-B-114,1,Riffle,KN2M2,First,WAA,Eurylophella,L,1,28-Oct-16,Eurylophella,Eurylophella,16-B-114_10_28_2016_1_First,4,3,Cool,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Tanytarsus,L,1,13-Oct-95,Sublettea,,,4,,Cool,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Stylogomphus albistylus,L,1,13-Oct-95,Stylogomphus albistylus,,,3,2.666666667,Cool,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Oecetis,L,1,13-Oct-95,Oecetis,,,4,6.666666667,Warm,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Hydropsychidae,L,1,13-Oct-95,Hydropsychidae,,,,,,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Nigronia serricornis,L,1,13-Oct-95,Nigronia serricornis,,,3,4.333333333,Cool,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Lumbriculidae,A,1,07-Oct-10,Lumbriculidae,,,4,5.333333333,Cool,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Ancyronyx variegatus,L,1,19-Sep-06,Ancyronyx variegatus,,,4,4.666666667,Warm,0.005319149
14195,Farmill River,2006,4,188,9753,06-B-010-First,1,Riffle,KN2M2,First,,Brillia,L,1,19-Sep-06,Brillia,,,4,2.666666667,Cold,0.005319149
14360,Norwalk River,2010,4,188,22832,10-B-095,1,Riffle,KN2M2,First,,Microtendipes pedellus group,L,1,07-Oct-10,Microtendipes pedellus group,,,4,3.666666667,Cool,0.005319149
14414,Quinnipiac River,1995,1,188,2613,6,1,Riffle,KN2M2,First,,Lumbriculidae,A,1,13-Oct-95,Lumbriculidae,,,4,5.333333333,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Oulimnius latiusculus,A,1,01-Nov-05,Oulimnius latiusculus,,,3,5,Cold,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Stylogomphus albistylus,L,1,01-Nov-05,Stylogomphus albistylus,,,3,2.666666667,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Simulium,P,1,01-Nov-05,Simulium,,,5,6,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Tanytarsus,L,1,01-Nov-05,Sublettea,,,4,,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Orconectes,A,1,01-Nov-05,Orconectes,,,,5.333333333,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Microtendipes pedellus group,L,1,01-Nov-05,Microtendipes pedellus group,,,4,3.666666667,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Promoresia tardella,A,1,01-Nov-05,Promoresia tardella,,,3,5,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Lumbriculidae,A,1,01-Nov-05,Lumbriculidae,,,4,5.333333333,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Enchytraeidae,A,1,01-Nov-05,Enchytraeidae,,,3,4.333333333,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Ectopria,L,1,01-Nov-05,Ectopria,,,3,4,Cool,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Taeniopteryx burksi group,L,1,12-Oct-99,Taeniopteryx burksi group,,,3,1.666666667,Cold,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Ceratopsyche slossonae,L,1,01-Nov-05,Ceratopsyche slossonae,,,5,,Cool,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Diplocladius cultriger,L,1,01-Nov-05,Diplocladius cultriger,,,4,,Cold,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Acroneuria abnormis,L,1,12-Oct-99,Acroneuria abnormis,,,3,4,Cool,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Ancyronyx variegatus,L,1,12-Oct-99,Ancyronyx variegatus,,,4,4.666666667,Warm,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Atherix variegata,L,1,12-Oct-99,Atherix variegata,,,3,4,Cool,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Chimarra obscura,L,1,12-Oct-99,Chimarra obscura,,,4,5.333333333,Warm,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Dolophilodes,L,1,01-Nov-05,Dolophilodes,,,3,3.666666667,Cool,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Oulimnius latiusculus,A,1,12-Oct-99,Oulimnius latiusculus,,,3,5,Cold,0.005319149
14605,Eightmile River,2005,3,188,7673,05-B-022,1,Riffle,KN2M2,First,,Corbicula fluminea,A,1,01-Nov-05,Corbicula fluminea,,,6,,,0.005319149
15370,Saugatuck River,2007,4,188,12055,07-B-084,1,Riffle,KN2M2,First,,Glossosoma,L,1,01-Oct-07,Glossosoma,,,4,4.333333333,Cool,0.005319149
15479,Quinnipiac River,2004,3,188,6204,CT-6204,1,Riffle,KN2M2,First,,Crangonyx,A,1,14-Oct-04,Crangonyx,,,5,5,Cool,0.005319149
15479,Quinnipiac River,2004,3,188,6204,CT-6204,1,Riffle,KN2M2,First,,Elmidae,L,1,14-Oct-04,Elmidae,,,4,,,0.005319149
15479,Quinnipiac River,2004,3,188,6204,CT-6204,1,Riffle,KN2M2,First,,Glossosoma,L,1,14-Oct-04,Glossosoma,,,4,4.333333333,Cool,0.005319149
15479,Quinnipiac River,2004,3,188,6204,CT-6204,1,Riffle,KN2M2,First,,Hydropsychidae,P,1,14-Oct-04,Hydropsychidae,,,,,,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Rheotanytarsus,L,1,12-Oct-99,Rheotanytarsus,,,4,,,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Prostoma graecense,A,1,12-Oct-99,Prostoma graecense,,,4,5,Warm,0.005319149
15370,Saugatuck River,2007,4,188,12055,07-B-084,1,Riffle,KN2M2,First,,Hemerodromia,L,1,01-Oct-07,Hemerodromia,,,5,6,Cool,0.005319149
15479,Quinnipiac River,2004,3,188,6204,CT-6204,1,Riffle,KN2M2,First,,Chimarra,L,1,14-Oct-04,Chimarra,,,4,,,0.005319149
15479,Quinnipiac River,2004,3,188,6204,CT-6204,1,Riffle,KN2M2,First,,Microtendipes pedellus group,L,1,14-Oct-04,Microtendipes pedellus group,,,4,3.666666667,Cool,0.005319149
15479,Quinnipiac River,2004,3,188,6204,CT-6204,1,Riffle,KN2M2,First,,Tvetenia bavarica/paucunca,L,1,14-Oct-04,Tvetenia bavarica/paucunca,,,4,,,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Ectopria nervosa,L,1,12-Oct-99,Ectopria nervosa,,,3,4,Cool,0.005319149
15370,Saugatuck River,2007,4,188,12055,07-B-084,1,Riffle,KN2M2,First,,Baetis flavistriga,L,1,01-Oct-07,Baetis flavistriga,,,4,7.666666667,Warm,0.005319149
15370,Saugatuck River,2007,4,188,12055,07-B-084,1,Riffle,KN2M2,First,,Ancylidae,A,1,01-Oct-07,Ancylidae,,,4,,,0.005319149
16137,Indian River,2007,4,188,12079,07-B-100,1,Riffle,KN2M2,First,,Antocha,L,1,03-Oct-07,Antocha,,,5,5.666666667,Cool,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Orthocladius obumbratus,L,1,12-Oct-99,Orthocladius obumbratus,,,4,4.666666667,Cool,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Maccaffertium modestum group,L,1,12-Oct-99,Maccaffertium modestum group,,,4,5.333333333,Cool,0.005319149
14605,Eightmile River,1999,2,188,721,18A,1,Riffle,KN2M2,First,,Ephemerella subvaria,L,1,12-Oct-99,Ephemerella subvaria,,,3,4.333333333,Cold,0.005319149
