"","STA_SEQ","Station_Name","Sample_Date","SampYr","BCG_Attribute","SensitiveEPT","OTU","x"
"2045",16127,"Jakes Brook","9/23/2015",2015,3,0,"Diplectrona",8
"2046",16114,"Rugg Brook","9/23/2015",2015,3,0,"Diplectrona",6
"2047",16124,"Flat Brook","9/25/2015",2015,3,0,"Diplectrona",3
"2048",15315,"Burnham Brook","10/24/2016",2016,3,0,"Diplectrona",6
"2049",16124,"Flat Brook","10/28/2016",2016,3,0,"Diplectrona",2
"2050",16127,"Jakes Brook","9/29/2016",2016,3,0,"Diplectrona",2
"2051",16127,"Jakes Brook","10/18/2017",2017,3,0,"Diplectrona",2
"2052",16119,"Day Pond Brook","10/19/2017",2017,3,0,"Diplectrona",23
"2053",15240,"Hubbard Brook","10/6/2017",2017,3,0,"Diplectrona",1
"2054",14441,"Salmon River","11/18/1996",1996,4,0,"Diplocladius",1
"2055",15312,"Beaver Brook","10/12/2011",2011,4,0,"Diplocladius",1
"2056",15312,"Beaver Brook","10/25/2016",2016,4,0,"Diplocladius",1
"2057",16127,"Jakes Brook","10/18/2017",2017,4,0,"Diplocladius",2
"2058",14584,"Roaring Brook","10/2/2003",2003,0,0,"Diptera",2
"2059",16143,"Little River","10/5/2009",2009,0,0,"Dixa",1
"2060",16127,"Jakes Brook","9/29/2014",2014,0,0,"Dixa",4
"2061",16127,"Jakes Brook","9/23/2015",2015,0,0,"Dixa",1
"2062",16124,"Flat Brook","9/25/2015",2015,0,0,"Dixa",1
"2063",16124,"Flat Brook","10/28/2016",2016,0,0,"Dixa",1
"2064",14314,"Natchaug River","10/22/1991",1991,0,0,"Djalmabatista",1
"2065",15312,"Beaver Brook","10/12/2011",2011,0,0,"Djalmabatista",1
"2066",14314,"Natchaug River","11/7/1989",1989,3,1,"Dolophilodes",1
"2067",14470,"Tankerhoosen River","10/11/1994",1994,3,1,"Dolophilodes",15
"2068",14441,"Salmon River","10/26/1995",1995,3,1,"Dolophilodes",1
"2069",14470,"Tankerhoosen River","10/26/1995",1995,3,1,"Dolophilodes",12
"2070",14441,"Salmon River","11/18/1996",1996,3,1,"Dolophilodes",1
"2071",14442,"Sandy Brook","11/20/1996",1996,3,1,"Dolophilodes",4
"2072",14247,"Hollenbeck River","11/6/1996",1996,3,1,"Dolophilodes",1
"2073",14221,"Hammonasset River","10/21/1997",1997,3,1,"Dolophilodes",2
"2074",14442,"Sandy Brook","10/7/1997",1997,3,1,"Dolophilodes",6
"2075",14484,"West Branch Salmon Brook","10/19/1998",1998,3,1,"Dolophilodes",10
"2076",14442,"Sandy Brook","10/21/1998",1998,3,1,"Dolophilodes",5
"2077",14584,"Roaring Brook","10/13/1999",1999,3,1,"Dolophilodes",14
"2078",14442,"Sandy Brook","11/9/1999",1999,3,1,"Dolophilodes",6
"2079",14720,"Green Fall River","10/25/2000",2000,3,1,"Dolophilodes",82
"2080",14584,"Roaring Brook","10/3/2000",2000,3,1,"Dolophilodes",5
"2081",14442,"Sandy Brook","10/5/2000",2000,3,1,"Dolophilodes",2
"2082",14441,"Salmon River","10/11/2001",2001,3,1,"Dolophilodes",2
"2083",14584,"Roaring Brook","10/17/2001",2001,3,1,"Dolophilodes",8
"2084",14720,"Green Fall River","10/30/2001",2001,3,1,"Dolophilodes",36
"2085",14442,"Sandy Brook","10/4/2001",2001,3,1,"Dolophilodes",6
"2086",14584,"Roaring Brook","10/23/2002",2002,3,1,"Dolophilodes",6
"2087",14720,"Green Fall River","10/24/2002",2002,3,1,"Dolophilodes",34
"2088",14842,"Indian Meadow Brook","10/8/2002",2002,3,1,"Dolophilodes",8
"2089",14442,"Sandy Brook","10/8/2002",2002,3,1,"Dolophilodes",15
"2090",14584,"Roaring Brook","10/2/2003",2003,3,1,"Dolophilodes",1
"2091",14720,"Green Fall River","10/7/2003",2003,3,1,"Dolophilodes",26
"2092",14442,"Sandy Brook","11/12/2003",2003,3,1,"Dolophilodes",5
"2093",14470,"Tankerhoosen River","11/13/2003",2003,3,1,"Dolophilodes",23
"2094",14441,"Salmon River","10/25/2004",2004,3,1,"Dolophilodes",2
"2095",14221,"Hammonasset River","11/2/2004",2004,3,1,"Dolophilodes",6
"2096",14720,"Green Fall River","9/22/2004",2004,3,1,"Dolophilodes",37
"2097",14720,"Green Fall River","10/31/2005",2005,3,1,"Dolophilodes",11
"2098",14441,"Salmon River","10/31/2005",2005,3,1,"Dolophilodes",1
"2099",14442,"Sandy Brook","11/4/2005",2005,3,1,"Dolophilodes",5
"2100",14720,"Green Fall River","9/18/2006",2006,3,1,"Dolophilodes",46
"2101",14247,"Hollenbeck River","9/21/2006",2006,3,1,"Dolophilodes",1
"2102",14442,"Sandy Brook","9/21/2006",2006,3,1,"Dolophilodes",2
"2103",14221,"Hammonasset River","10/2/2007",2007,3,1,"Dolophilodes",2
"2104",16139,"Brown Brook","10/9/2007",2007,3,1,"Dolophilodes",17
"2105",16112,"Hemlock Valley Brook","9/18/2007",2007,3,1,"Dolophilodes",20
"2106",16119,"Day Pond Brook","9/19/2007",2007,3,1,"Dolophilodes",10
"2107",16124,"Flat Brook","9/21/2007",2007,3,1,"Dolophilodes",10
"2108",14720,"Green Fall River","9/21/2007",2007,3,1,"Dolophilodes",23
"2109",14584,"Roaring Brook","9/21/2007",2007,3,1,"Dolophilodes",2
"2110",16114,"Rugg Brook","9/21/2007",2007,3,1,"Dolophilodes",13
"2111",15312,"Beaver Brook","9/24/2007",2007,3,1,"Dolophilodes",6
"2112",16127,"Jakes Brook","9/24/2007",2007,3,1,"Dolophilodes",7
"2113",15315,"Burnham Brook","9/25/2007",2007,3,1,"Dolophilodes",14
"2114",16143,"Little River","9/25/2007",2007,3,1,"Dolophilodes",13
"2115",15796,"PENDLETON HILL BROOK","9/25/2007",2007,3,1,"Dolophilodes",24
"2116",16143,"Little River","10/2/2008",2008,3,1,"Dolophilodes",25
"2117",14470,"Tankerhoosen River","10/6/2008",2008,3,1,"Dolophilodes",28
"2118",14720,"Green Fall River","9/15/2008",2008,3,1,"Dolophilodes",24
"2119",14842,"Indian Meadow Brook","9/17/2008",2008,3,1,"Dolophilodes",14
"2120",14442,"Sandy Brook","9/17/2008",2008,3,1,"Dolophilodes",4
"2121",14484,"West Branch Salmon Brook","9/22/2008",2008,3,1,"Dolophilodes",2
"2122",16139,"Brown Brook","9/25/2008",2008,3,1,"Dolophilodes",17
"2123",14442,"Sandy Brook","10/1/2009",2009,3,1,"Dolophilodes",14
"2124",16139,"Brown Brook","10/13/2009",2009,3,1,"Dolophilodes",14
"2125",14221,"Hammonasset River","10/13/2009",2009,3,1,"Dolophilodes",1
"2126",14584,"Roaring Brook","10/21/2009",2009,3,1,"Dolophilodes",25
"2127",16143,"Little River","10/5/2009",2009,3,1,"Dolophilodes",22
"2128",14720,"Green Fall River","9/29/2009",2009,3,1,"Dolophilodes",56
"2129",16139,"Brown Brook","10/12/2010",2010,3,1,"Dolophilodes",11
"2130",15312,"Beaver Brook","10/4/2010",2010,3,1,"Dolophilodes",2
"2131",16143,"Little River","10/7/2010",2010,3,1,"Dolophilodes",7
"2132",14720,"Green Fall River","9/15/2010",2010,3,1,"Dolophilodes",4
"2133",16112,"Hemlock Valley Brook","9/15/2010",2010,3,1,"Dolophilodes",11
"2134",15796,"PENDLETON HILL BROOK","9/15/2010",2010,3,1,"Dolophilodes",2
"2135",14470,"Tankerhoosen River","9/23/2010",2010,3,1,"Dolophilodes",33
"2136",14484,"West Branch Salmon Brook","9/24/2010",2010,3,1,"Dolophilodes",19
"2137",14442,"Sandy Brook","9/29/2010",2010,3,1,"Dolophilodes",3
"2138",15315,"Burnham Brook","10/11/2011",2011,3,1,"Dolophilodes",6
"2139",14720,"Green Fall River","10/11/2011",2011,3,1,"Dolophilodes",26
"2140",16112,"Hemlock Valley Brook","10/11/2011",2011,3,1,"Dolophilodes",2
"2141",15796,"PENDLETON HILL BROOK","10/11/2011",2011,3,1,"Dolophilodes",2
"2142",16119,"Day Pond Brook","10/12/2011",2011,3,1,"Dolophilodes",18
"2143",14441,"Salmon River","10/12/2011",2011,3,1,"Dolophilodes",1
"2144",14470,"Tankerhoosen River","10/12/2011",2011,3,1,"Dolophilodes",25
"2145",14221,"Hammonasset River","10/13/2011",2011,3,1,"Dolophilodes",21
"2146",16143,"Little River","10/18/2011",2011,3,1,"Dolophilodes",18
"2147",16139,"Brown Brook","10/21/2011",2011,3,1,"Dolophilodes",5
"2148",16124,"Flat Brook","10/21/2011",2011,3,1,"Dolophilodes",2
"2149",14247,"Hollenbeck River","10/21/2011",2011,3,1,"Dolophilodes",4
"2150",15240,"Hubbard Brook","11/10/2011",2011,3,1,"Dolophilodes",2
"2151",16114,"Rugg Brook","11/10/2011",2011,3,1,"Dolophilodes",12
"2152",14442,"Sandy Brook","11/10/2011",2011,3,1,"Dolophilodes",5
"2153",14484,"West Branch Salmon Brook","11/10/2011",2011,3,1,"Dolophilodes",2
"2154",16127,"Jakes Brook","11/8/2011",2011,3,1,"Dolophilodes",5
"2155",16143,"Little River","10/1/2012",2012,3,1,"Dolophilodes",7
"2156",14842,"Indian Meadow Brook","10/10/2012",2012,3,1,"Dolophilodes",8
"2157",16114,"Rugg Brook","10/10/2012",2012,3,1,"Dolophilodes",1
"2158",16139,"Brown Brook","10/11/2012",2012,3,1,"Dolophilodes",13
"2159",16124,"Flat Brook","10/11/2012",2012,3,1,"Dolophilodes",3
"2160",16127,"Jakes Brook","10/11/2012",2012,3,1,"Dolophilodes",11
"2161",14584,"Roaring Brook","10/12/2012",2012,3,1,"Dolophilodes",2
"2162",15020,"Eightmile River","10/15/2012",2012,3,1,"Dolophilodes",1
"2163",14470,"Tankerhoosen River","10/15/2012",2012,3,1,"Dolophilodes",25
"2164",14484,"West Branch Salmon Brook","10/16/2012",2012,3,1,"Dolophilodes",7
"2165",15499,"West Branch Salmon Brook","10/16/2012",2012,3,1,"Dolophilodes",11
"2166",14442,"Sandy Brook","10/3/2012",2012,3,1,"Dolophilodes",3
"2167",15315,"Burnham Brook","10/5/2012",2012,3,1,"Dolophilodes",14
"2168",16119,"Day Pond Brook","9/18/2012",2012,3,1,"Dolophilodes",12
"2169",14441,"Salmon River","9/18/2012",2012,3,1,"Dolophilodes",3
"2170",14720,"Green Fall River","9/19/2012",2012,3,1,"Dolophilodes",1
"2171",15796,"PENDLETON HILL BROOK","9/19/2012",2012,3,1,"Dolophilodes",5
"2172",16112,"Hemlock Valley Brook","9/21/2012",2012,3,1,"Dolophilodes",3
"2173",14720,"Green Fall River","10/1/2013",2013,3,1,"Dolophilodes",20
"2174",15240,"Hubbard Brook","10/15/2013",2013,3,1,"Dolophilodes",8
"2175",14442,"Sandy Brook","10/15/2013",2013,3,1,"Dolophilodes",4
"2176",15499,"West Branch Salmon Brook","10/15/2013",2013,3,1,"Dolophilodes",18
"2177",16143,"Little River","10/17/2013",2013,3,1,"Dolophilodes",15
"2178",14470,"Tankerhoosen River","10/3/2013",2013,3,1,"Dolophilodes",42
"2179",16139,"Brown Brook","10/8/2013",2013,3,1,"Dolophilodes",16
"2180",16124,"Flat Brook","10/8/2013",2013,3,1,"Dolophilodes",4
"2181",14247,"Hollenbeck River","10/8/2013",2013,3,1,"Dolophilodes",3
"2182",16114,"Rugg Brook","10/8/2013",2013,3,1,"Dolophilodes",39
"2183",16127,"Jakes Brook","9/16/2013",2013,3,1,"Dolophilodes",14
"2184",15315,"Burnham Brook","9/19/2013",2013,3,1,"Dolophilodes",8
"2185",16119,"Day Pond Brook","9/19/2013",2013,3,1,"Dolophilodes",34
"2186",16112,"Hemlock Valley Brook","9/19/2013",2013,3,1,"Dolophilodes",6
"2187",14441,"Salmon River","9/19/2013",2013,3,1,"Dolophilodes",8
"2188",15312,"Beaver Brook","10/2/2014",2014,3,1,"Dolophilodes",1
"2189",15020,"Eightmile River","10/2/2014",2014,3,1,"Dolophilodes",1
"2190",16112,"Hemlock Valley Brook","10/2/2014",2014,3,1,"Dolophilodes",5
"2191",15240,"Hubbard Brook","10/21/2014",2014,3,1,"Dolophilodes",6
"2192",14470,"Tankerhoosen River","9/15/2014",2014,3,1,"Dolophilodes",6
"2193",14720,"Green Fall River","9/16/2014",2014,3,1,"Dolophilodes",18
"2194",15796,"PENDLETON HILL BROOK","9/16/2014",2014,3,1,"Dolophilodes",3
"2195",14584,"Roaring Brook","9/16/2014",2014,3,1,"Dolophilodes",3
"2196",14842,"Indian Meadow Brook","9/24/2014",2014,3,1,"Dolophilodes",10
"2197",16114,"Rugg Brook","9/24/2014",2014,3,1,"Dolophilodes",24
"2198",14442,"Sandy Brook","9/24/2014",2014,3,1,"Dolophilodes",13
"2199",14484,"West Branch Salmon Brook","9/25/2014",2014,3,1,"Dolophilodes",4
"2200",15499,"West Branch Salmon Brook","9/25/2014",2014,3,1,"Dolophilodes",9
"2201",16139,"Brown Brook","9/29/2014",2014,3,1,"Dolophilodes",17
"2202",16124,"Flat Brook","9/29/2014",2014,3,1,"Dolophilodes",8
"2203",16127,"Jakes Brook","9/29/2014",2014,3,1,"Dolophilodes",7
"2204",16143,"Little River","9/29/2014",2014,3,1,"Dolophilodes",10
"2205",15315,"Burnham Brook","9/30/2014",2014,3,1,"Dolophilodes",9
"2206",16119,"Day Pond Brook","9/30/2014",2014,3,1,"Dolophilodes",16
"2207",15315,"Burnham Brook","10/1/2015",2015,3,1,"Dolophilodes",19
"2208",16112,"Hemlock Valley Brook","10/1/2015",2015,3,1,"Dolophilodes",25
"2209",14470,"Tankerhoosen River","10/1/2015",2015,3,1,"Dolophilodes",18
"2210",14720,"Green Fall River","10/5/2015",2015,3,1,"Dolophilodes",24
"2211",14442,"Sandy Brook","9/14/2015",2015,3,1,"Dolophilodes",2
"2212",16119,"Day Pond Brook","9/15/2015",2015,3,1,"Dolophilodes",20
"2213",14441,"Salmon River","9/15/2015",2015,3,1,"Dolophilodes",3
"2214",15499,"West Branch Salmon Brook","9/15/2015",2015,3,1,"Dolophilodes",10
"2215",14842,"Indian Meadow Brook","9/23/2015",2015,3,1,"Dolophilodes",15
"2216",16127,"Jakes Brook","9/23/2015",2015,3,1,"Dolophilodes",11
"2217",16114,"Rugg Brook","9/23/2015",2015,3,1,"Dolophilodes",32
"2218",16139,"Brown Brook","9/25/2015",2015,3,1,"Dolophilodes",27
"2219",16124,"Flat Brook","9/25/2015",2015,3,1,"Dolophilodes",14
"2220",15240,"Hubbard Brook","10/12/2016",2016,3,1,"Dolophilodes",3
"2221",15499,"West Branch Salmon Brook","10/12/2016",2016,3,1,"Dolophilodes",2
"2222",16139,"Brown Brook","10/28/2016",2016,3,1,"Dolophilodes",6
"2223",16114,"Rugg Brook","10/6/2016",2016,3,1,"Dolophilodes",2
"2224",14720,"Green Fall River","9/20/2016",2016,3,1,"Dolophilodes",2
"2225",14470,"Tankerhoosen River","9/20/2016",2016,3,1,"Dolophilodes",19
"2226",16127,"Jakes Brook","9/29/2016",2016,3,1,"Dolophilodes",40
"2227",16119,"Day Pond Brook","9/30/2016",2016,3,1,"Dolophilodes",2
"2228",14441,"Salmon River","9/30/2016",2016,3,1,"Dolophilodes",3
"2229",14720,"Green Fall River","10/10/2017",2017,3,1,"Dolophilodes",13
"2230",15796,"PENDLETON HILL BROOK","10/10/2017",2017,3,1,"Dolophilodes",10
"2231",16139,"Brown Brook","10/16/2017",2017,3,1,"Dolophilodes",7
"2232",16124,"Flat Brook","10/16/2017",2017,3,1,"Dolophilodes",2
"2233",14484,"West Branch Salmon Brook","10/17/2017",2017,3,1,"Dolophilodes",4
"2234",15499,"West Branch Salmon Brook","10/17/2017",2017,3,1,"Dolophilodes",6
"2235",16127,"Jakes Brook","10/18/2017",2017,3,1,"Dolophilodes",3
"2236",16119,"Day Pond Brook","10/19/2017",2017,3,1,"Dolophilodes",1
"2237",14441,"Salmon River","10/19/2017",2017,3,1,"Dolophilodes",13
"2238",14584,"Roaring Brook","10/3/2017",2017,3,1,"Dolophilodes",4
"2239",14470,"Tankerhoosen River","10/3/2017",2017,3,1,"Dolophilodes",1
"2240",15240,"Hubbard Brook","10/6/2017",2017,3,1,"Dolophilodes",10
"2241",14442,"Sandy Brook","10/6/2017",2017,3,1,"Dolophilodes",1
"2242",14314,"Natchaug River","10/22/1991",1991,4,0,"Dubiraphia",1
"2243",14441,"Salmon River","10/23/1991",1991,4,0,"Dubiraphia",2
"2244",14247,"Hollenbeck River","11/6/1996",1996,4,0,"Dubiraphia",2
"2245",14314,"Natchaug River","10/26/1999",1999,4,0,"Dubiraphia",2
"2246",14441,"Salmon River","10/31/2005",2005,4,0,"Dubiraphia",1
"2247",14314,"Natchaug River","11/2/2005",2005,4,0,"Dubiraphia",1
"2248",14470,"Tankerhoosen River","10/6/2008",2008,4,0,"Dubiraphia",1
"2249",14314,"Natchaug River","9/22/2008",2008,4,0,"Dubiraphia",1
"2250",16139,"Brown Brook","10/8/2013",2013,4,0,"Dubiraphia",1
"2251",14720,"Green Fall River","10/30/2001",2001,3,1,"Eccoptura",2
"2252",14720,"Green Fall River","10/24/2002",2002,3,1,"Eccoptura",3
"2253",16114,"Rugg Brook","9/21/2007",2007,3,1,"Eccoptura",5
"2254",16143,"Little River","9/25/2007",2007,3,1,"Eccoptura",2
"2255",16143,"Little River","10/18/2011",2011,3,1,"Eccoptura",2
"2256",15796,"PENDLETON HILL BROOK","10/1/2013",2013,3,1,"Eccoptura",1
"2257",16143,"Little River","10/17/2013",2013,3,1,"Eccoptura",2
"2258",16114,"Rugg Brook","10/8/2013",2013,3,1,"Eccoptura",2
"2259",16119,"Day Pond Brook","9/19/2013",2013,3,1,"Eccoptura",1
"2260",14470,"Tankerhoosen River","9/15/2014",2014,3,1,"Eccoptura",2
"2261",14584,"Roaring Brook","9/16/2014",2014,3,1,"Eccoptura",1
"2262",16114,"Rugg Brook","9/24/2014",2014,3,1,"Eccoptura",4
"2263",16143,"Little River","9/29/2014",2014,3,1,"Eccoptura",11
"2264",15315,"Burnham Brook","9/30/2014",2014,3,1,"Eccoptura",1
"2265",16119,"Day Pond Brook","9/30/2014",2014,3,1,"Eccoptura",1
"2266",14470,"Tankerhoosen River","10/1/2015",2015,3,1,"Eccoptura",1
"2267",14720,"Green Fall River","10/5/2015",2015,3,1,"Eccoptura",1
"2268",15796,"PENDLETON HILL BROOK","10/5/2015",2015,3,1,"Eccoptura",2
"2269",16119,"Day Pond Brook","9/15/2015",2015,3,1,"Eccoptura",1
"2270",16114,"Rugg Brook","9/23/2015",2015,3,1,"Eccoptura",3
"2271",14441,"Salmon River","10/13/1994",1994,3,0,"Ectopria",1
"2272",14442,"Sandy Brook","10/24/1994",1994,3,0,"Ectopria",2
"2273",14442,"Sandy Brook","10/18/1995",1995,3,0,"Ectopria",1
"2274",14441,"Salmon River","10/26/1995",1995,3,0,"Ectopria",1
"2275",14247,"Hollenbeck River","11/6/1996",1996,3,0,"Ectopria",4
"2276",14442,"Sandy Brook","10/7/1997",1997,3,0,"Ectopria",1
"2277",14441,"Salmon River","11/8/1999",1999,3,0,"Ectopria",1
"2278",14442,"Sandy Brook","11/9/1999",1999,3,0,"Ectopria",1
"2279",14442,"Sandy Brook","10/5/2000",2000,3,0,"Ectopria",1
"2280",14842,"Indian Meadow Brook","10/8/2002",2002,3,0,"Ectopria",2
"2281",14441,"Salmon River","10/25/2004",2004,3,0,"Ectopria",3
"2282",15020,"Eightmile River","10/28/2004",2004,3,0,"Ectopria",2
"2283",14441,"Salmon River","10/31/2005",2005,3,0,"Ectopria",4
"2284",16139,"Brown Brook","10/9/2007",2007,3,0,"Ectopria",1
"2285",16112,"Hemlock Valley Brook","9/18/2007",2007,3,0,"Ectopria",1
"2286",16119,"Day Pond Brook","9/19/2007",2007,3,0,"Ectopria",5
"2287",16124,"Flat Brook","9/21/2007",2007,3,0,"Ectopria",1
"2288",16114,"Rugg Brook","9/21/2007",2007,3,0,"Ectopria",2
"2289",15312,"Beaver Brook","9/24/2007",2007,3,0,"Ectopria",1
"2290",16127,"Jakes Brook","9/24/2007",2007,3,0,"Ectopria",5
"2291",15315,"Burnham Brook","9/25/2007",2007,3,0,"Ectopria",2
"2292",16143,"Little River","9/25/2007",2007,3,0,"Ectopria",1
"2293",16143,"Little River","10/2/2008",2008,3,0,"Ectopria",2
"2294",14442,"Sandy Brook","9/17/2008",2008,3,0,"Ectopria",1
"2295",14314,"Natchaug River","9/22/2008",2008,3,0,"Ectopria",1
"2296",15020,"Eightmile River","9/24/2008",2008,3,0,"Ectopria",4
"2297",16139,"Brown Brook","9/25/2008",2008,3,0,"Ectopria",1
"2298",14247,"Hollenbeck River","9/25/2008",2008,3,0,"Ectopria",1
"2299",16139,"Brown Brook","10/13/2009",2009,3,0,"Ectopria",2
"2300",14221,"Hammonasset River","10/13/2009",2009,3,0,"Ectopria",1
"2301",16139,"Brown Brook","10/12/2010",2010,3,0,"Ectopria",1
"2302",14441,"Salmon River","10/4/2010",2010,3,0,"Ectopria",2
"2303",16143,"Little River","10/7/2010",2010,3,0,"Ectopria",1
"2304",14470,"Tankerhoosen River","9/23/2010",2010,3,0,"Ectopria",1
"2305",15315,"Burnham Brook","10/11/2011",2011,3,0,"Ectopria",2
"2306",14720,"Green Fall River","10/11/2011",2011,3,0,"Ectopria",1
"2307",16119,"Day Pond Brook","10/12/2011",2011,3,0,"Ectopria",3
"2308",14221,"Hammonasset River","10/13/2011",2011,3,0,"Ectopria",2
"2309",16143,"Little River","10/18/2011",2011,3,0,"Ectopria",2
"2310",15240,"Hubbard Brook","11/10/2011",2011,3,0,"Ectopria",1
"2311",16127,"Jakes Brook","11/8/2011",2011,3,0,"Ectopria",1
"2312",16143,"Little River","10/1/2012",2012,3,0,"Ectopria",2
"2313",16127,"Jakes Brook","10/11/2012",2012,3,0,"Ectopria",2
"2314",15315,"Burnham Brook","10/5/2012",2012,3,0,"Ectopria",5
"2315",16119,"Day Pond Brook","9/18/2012",2012,3,0,"Ectopria",2
"2316",14221,"Hammonasset River","10/16/2013",2013,3,0,"Ectopria",1
"2317",16139,"Brown Brook","10/8/2013",2013,3,0,"Ectopria",1
"2318",16114,"Rugg Brook","10/8/2013",2013,3,0,"Ectopria",1
"2319",16127,"Jakes Brook","9/16/2013",2013,3,0,"Ectopria",5
"2320",15315,"Burnham Brook","9/19/2013",2013,3,0,"Ectopria",3
"2321",16119,"Day Pond Brook","9/19/2013",2013,3,0,"Ectopria",1
"2322",14441,"Salmon River","9/19/2013",2013,3,0,"Ectopria",1
"2323",15020,"Eightmile River","10/2/2014",2014,3,0,"Ectopria",1
"2324",16124,"Flat Brook","9/29/2014",2014,3,0,"Ectopria",2
"2325",16127,"Jakes Brook","9/29/2014",2014,3,0,"Ectopria",1
"2326",16143,"Little River","9/29/2014",2014,3,0,"Ectopria",1
"2327",15315,"Burnham Brook","9/30/2014",2014,3,0,"Ectopria",2
"2328",16119,"Day Pond Brook","9/30/2014",2014,3,0,"Ectopria",1
"2329",15312,"Beaver Brook","10/1/2015",2015,3,0,"Ectopria",1
"2330",15315,"Burnham Brook","10/1/2015",2015,3,0,"Ectopria",5
"2331",16112,"Hemlock Valley Brook","10/1/2015",2015,3,0,"Ectopria",1
"2332",16127,"Jakes Brook","9/23/2015",2015,3,0,"Ectopria",7
"2333",16124,"Flat Brook","9/25/2015",2015,3,0,"Ectopria",3
"2334",16139,"Brown Brook","10/28/2016",2016,3,0,"Ectopria",1
"2335",16127,"Jakes Brook","9/29/2016",2016,3,0,"Ectopria",3
"2336",16119,"Day Pond Brook","9/30/2016",2016,3,0,"Ectopria",2
"2337",16127,"Jakes Brook","10/18/2017",2017,3,0,"Ectopria",1
"2338",14441,"Salmon River","10/8/2003",2003,4,0,"Elmidae",1
"2339",14720,"Green Fall River","9/22/2004",2004,4,0,"Elmidae",1
"2340",14720,"Green Fall River","9/29/2009",2009,4,0,"Elmidae",1
"2341",15312,"Beaver Brook","9/30/2009",2009,4,0,"Elmidae",3
"2342",15312,"Beaver Brook","10/15/2012",2012,4,0,"Elmidae",2
"2343",15020,"Eightmile River","10/15/2012",2012,4,0,"Elmidae",6
"2344",15240,"Hubbard Brook","10/12/2016",2016,4,0,"Elmidae",1
"2345",15312,"Beaver Brook","10/25/2016",2016,4,0,"Elmidae",2
"2346",16139,"Brown Brook","10/28/2016",2016,4,0,"Elmidae",3
"2347",16124,"Flat Brook","10/28/2016",2016,4,0,"Elmidae",1
"2348",16139,"Brown Brook","10/16/2017",2017,4,0,"Elmidae",5
"2349",15020,"Eightmile River","10/16/2017",2017,4,0,"Elmidae",3
"2350",16124,"Flat Brook","10/16/2017",2017,4,0,"Elmidae",1
"2351",14314,"Natchaug River","10/16/2017",2017,4,0,"Elmidae",3
"2352",14584,"Roaring Brook","10/3/2017",2017,4,0,"Elmidae",4
"2353",14470,"Tankerhoosen River","10/3/2017",2017,4,0,"Elmidae",1
"2354",15240,"Hubbard Brook","10/6/2017",2017,4,0,"Elmidae",1
"2355",14442,"Sandy Brook","10/6/2017",2017,4,0,"Elmidae",1
"2356",14720,"Green Fall River","9/22/2004",2004,0,0,"Empididae",2
"2357",16112,"Hemlock Valley Brook","9/18/2007",2007,4,0,"Empididae",1
"2358",16119,"Day Pond Brook","9/19/2007",2007,4,0,"Empididae",2
"2359",14720,"Green Fall River","9/21/2007",2007,4,0,"Empididae",1
"2360",16143,"Little River","9/25/2007",2007,4,0,"Empididae",1
"2361",14470,"Tankerhoosen River","9/23/2010",2010,4,0,"Empididae",1
"2362",16139,"Brown Brook","10/11/2012",2012,4,0,"Empididae",1
"2363",14470,"Tankerhoosen River","10/15/2012",2012,4,0,"Empididae",1
"2364",14720,"Green Fall River","10/1/2013",2013,4,0,"Empididae",1
"2365",16139,"Brown Brook","9/29/2014",2014,4,0,"Empididae",2
"2366",14720,"Green Fall River","10/5/2015",2015,4,0,"Empididae",1
"2367",16139,"Brown Brook","10/12/2010",2010,3,0,"Enchytraeidae",1
"2368",15796,"PENDLETON HILL BROOK","9/15/2010",2010,3,0,"Enchytraeidae",1
"2369",14720,"Green Fall River","10/11/2011",2011,3,0,"Enchytraeidae",1
"2370",16124,"Flat Brook","10/21/2011",2011,3,0,"Enchytraeidae",1
"2371",14720,"Green Fall River","9/19/2012",2012,3,0,"Enchytraeidae",1
"2372",14314,"Natchaug River","11/7/1989",1989,2,1,"Epeorus",5
"2373",14442,"Sandy Brook","11/4/1993",1993,2,1,"Epeorus",2
"2374",14314,"Natchaug River","10/11/1994",1994,2,1,"Epeorus",1
"2375",14442,"Sandy Brook","10/24/1994",1994,2,1,"Epeorus",9
"2376",14442,"Sandy Brook","10/18/1995",1995,2,1,"Epeorus",1
"2377",14441,"Salmon River","10/26/1995",1995,2,1,"Epeorus",2
"2378",14441,"Salmon River","11/18/1996",1996,2,1,"Epeorus",3
"2379",14442,"Sandy Brook","11/20/1996",1996,2,1,"Epeorus",22
"2380",14247,"Hollenbeck River","11/6/1996",1996,2,1,"Epeorus",1
"2381",14441,"Salmon River","10/10/1997",1997,2,1,"Epeorus",1
"2382",14221,"Hammonasset River","10/21/1997",1997,2,1,"Epeorus",7
"2383",14484,"West Branch Salmon Brook","10/19/1998",1998,2,1,"Epeorus",7
"2384",14442,"Sandy Brook","10/21/1998",1998,2,1,"Epeorus",5
"2385",14441,"Salmon River","10/27/1998",1998,2,1,"Epeorus",4
"2386",14442,"Sandy Brook","11/9/1999",1999,2,1,"Epeorus",16
"2387",14314,"Natchaug River","10/2/2000",2000,2,1,"Epeorus",1
"2388",14584,"Roaring Brook","10/3/2000",2000,2,1,"Epeorus",3
"2389",14442,"Sandy Brook","10/5/2000",2000,2,1,"Epeorus",6
"2390",14314,"Natchaug River","10/11/2001",2001,2,1,"Epeorus",2
