STA_SEQ,locationNa,locationDe,ylat,xlong,MinYear,MaxYear,CntYear,HydroID
16103,Guinea Brook,downstream West Woods Road #2 at USGS gage,41.823994,-73.430092,2011,2011,1,201492094
15543,Pease Brook,in Pease Brook WMA,41.5947,-72.1923,2004,2010,3,201492270
15567,Pease Brook,upstream 150 meters from confluence with Yantic River,41.5807,-72.187,2014,2014,2,201492270
14261,Kahn Brook,upstream Koskoff/Hillandale Farm,41.5791,-72.1661,2019,2019,1,201492401
14263,Kahn Brook,upstream Schwartz Road,41.5681,-72.1702,1994,2019,8,201492401
14137,Blackledge River,US Confluence with Lyman Brook (upstream South Main St.),41.6084,-72.4263,1998,2012,3,201492502
18867,Blackledge River,500m west of Sandy Ln cul-de-sac,41.617548,-72.426253,2016,2016,2,201492502
16321,Bass Brook,Route 175 crossing,41.6931,-72.7587,2008,2008,4,201492236
15005,Bantam River,Upstream Confluence with West Branch Bantam River,41.7588,-73.1841,2004,2013,7,201492351
14393,Pequabuck River,downstream 200 meters Route 6,41.7046,-72.8504,1990,1998,7,201492413
20236,Goshen Brook,at Sisson Road,41.574707,-72.232677,2019,2019,2,201492503
20128,Susquetonscut Brook,Upstream Murphy Road,41.580635,-72.139504,2019,2019,2,201492181
14739,Susquetonscut Brook,adjacent route 32 upstream of route 87,41.5724,-72.1324,2000,2014,3,201492324
16317,Coppermine Brook,Between Stevens Street and Jerome Ave across from Jefferson Ave,41.7137,-72.9261,2008,2008,3,201492318
16050,Naugatuck River,upstream Spruce Brook,41.7485,-73.1129,2006,2018,5,201492329
14433,Roaring Brook,upstream Route 17,41.665,-72.6045,1998,2012,5,201492214
15184,Roaring Brook,1/2 mile upstream Route 17,41.6643,-72.5977,2010,2010,1,201492214
16063,Marshepaug River,adjacent to  Shearshop Road at Litchfield/Goshen Town Line,41.7794,-73.2663,2007,2010,5,201492403
15004,Housatonic River,"""SWIFTS BRIDGE"" - upstream old bridge abutments off River road Confluence Gunn Brook at Swifts Bridge",41.8072,-73.3906,2004,2016,3,201492291
17398,Freeman Hill Brook (formerly Negro Hill Brook),at Route 69 Sessions Woods WMA,41.7254,-72.95,2015,2015,2,201492280
19940,Gunn Brook,Adjacent State Hwy 45 in Cornwall,41.800009,-73.37902,2018,2018,2,201492296
14478,"Lyman Brook, Unnamed tributary to",downstream New London Turnpike,41.6267,-72.4532,1998,1998,1,201492384
14734,Yantic River,upstream Stanton Road,41.5766,-72.1918,2000,2014,3,201492335
16049,Naugatuck River,downstream Spruce Brook,41.7412,-73.1148,2006,2015,3,201492438
15035,Spruce Brook,upstream Mouth,41.7472,-73.115,2006,2016,4,201492341
14862,Bentley Brook,at Gifford Lane,41.5582,-72.1366,2002,2002,1,201492616
15253,West Branch Bantam River,behind school,41.758,-73.1861,2011,2011,1,201492360
17181,WEST BRANCH BANTAM RIVER,DS of Norfolk Rd,41.7628,-73.1897,2015,2015,1,201492360
14735,Yantic River,upstream West Town Street adjacent to Connecticut Avenue,41.5583,-72.112,2000,2010,4,201492476
14319,Naugatuck River,upstream falls at Campville Road,41.7361,-73.1054,2004,2019,15,201492461
15480,Naugatuck River,between falls and Campville Road,41.7347,-73.1051,1996,2004,5,201492497
18877,Leadmine Brook,adjacent to South road (Hollow road on state property ),41.7211,-73.05769,2015,2015,1,201492557
16535,BUCK BROOK,US Portland Reservoir Off Clark Hill Rd,41.6228,-72.558,2012,2012,1,201492640
14281,Lyman Brook,upstream confluence with Blackledge River,41.6077,-72.4263,2008,2012,2,201492526
17366,Fawn Hill Brook,Downstream Route 66 and Flood Road,41.6125,-72.4741,2019,2019,1,201492560
14736,Sherman Brook,upstream Norwich Ave.,41.5753,-72.2847,2000,2010,2,201492562
17568,Sherman Brook,at Harbor Road,41.576275,-72.287584,2012,2015,5,201492562
15531,Leadmine Brook,"downstream enter near #781 south road, 400 m from south road bridge",41.7164,-73.0604,2006,2016,3,201492679
14383,Pequabuck River,downstream Route 177,41.6719,-72.8751,1989,1995,5,201492708
17781,Hetchel Swamp Brook,at confluence with Pendleton Hill Brook,41.48101,-71.83706,2013,2013,1,201492654
17640,Kent Falls Brook,Downstream Carter Road,41.76292,-73.399134,2011,2011,1,201492774
15993,Naugatuck River,at old bridge abutments downstream campville,41.7174,-73.0867,2015,2015,2,201492618
14738,Gardner Brook,downstream Bear Hill Road near Bishop Road intersection,41.5433,-72.1734,2000,2014,5,201492694
15044,Kent Falls Brook,upstream Mouth to covered bridge in state park,41.7769,-73.4192,2011,2011,1,201492773
14158,Coppermine Brook,upstream West Washington Street,41.6777,-72.9077,1996,2008,3,201492736
15965,Meadow Brook,immediately upstream confluence with Jeremy River,41.5871,-72.3868,2006,2006,1,201492658
20206,Gillette Brook,15ft downstream Williams Road,41.578831,-72.369716,2019,2019,1,201493069
20249,Gillette Brook,at Route 16/Middletown Road,41.558657,-72.36659,2019,2019,1,201493069
15796,PENDLETON HILL BROOK,Upstream Grindstone Hill Road PENDLETON HILL BROOK NEAR CLARKS FALLS,41.4748,-71.8342,2007,2019,13,201492977
16079,Pendleton Hill Brook,"adjacent to  Route 49 on state property upstream of USGS gage, pole #257 and house # 567",41.4781,-71.8354,2013,2013,1,201492977
16603,DAY MEADOW BROOK,Crossing at River Rd. near cemetary,41.5803,-72.4083,2015,2015,1,201492792
14392,Pequabuck River,adjacent USGS Gage upstream of Central Avenue,41.6738,-72.8977,1990,2018,19,201492766
14720,Green Fall River,upstream confluence with Wyassup Bk US Clarks Fall Rd.,41.4568,-71.8169,2000,2019,23,201492935
15138,Bantam River,Downstream Route 63,41.7305,-73.1868,2006,2006,3,201492718
16076,Housatonic River,upstream old bridge abutments end of North Kent Road,41.7673,-73.4379,2007,2016,12,201492784
15406,Little Brook,at mouth near wethersfield road,41.6424,-72.7207,2008,2012,2,201492710
14402,Poland River,upstream Route 72,41.6912,-73.0045,1991,2012,3,201492903
15250,Mattabesset River,downstream Worthington Ridge Adj EIS brake,41.6383,-72.7333,2008,2012,3,201492833
14984,Coppermine Brook,at Mouth to Frederick St,41.6746,-72.9068,2006,2006,2,201492749
16311,Reservoir Brook,between Route 17 and Wilcox Hill Road,41.6089,-72.5999,2008,2014,5,201492892
14260,Jeremy River,downstream Route 149,41.5799,-72.4028,1998,2012,3,201492779
14391,Pequabuck River,downstream 250 meters Route 229,41.6681,-72.9208,1989,1998,5,201492869
16301,Pequabuck River,upstream Memorial Boulevard and Adjacent to Rte 72,41.6698,-72.9272,2008,2008,1,201492869
15333,Webster Brook,at Deming Road,41.6405,-72.7421,2008,2014,5,201492832
14501,Willow Brook,downstream Christian Lane,41.6423,-72.7503,2000,2012,4,201492855
17300,Cabin Brook,upstream Fedus Road,41.5605,-72.3167,2009,2010,2,201492868
14441,Salmon River,downstream 0.7 miles RR bridge,41.5742,-72.4294,1989,2018,34,201492951
15010,Cabin Brook,Upstream Cabin Road,41.5603,-72.3349,2004,2010,4,201492873
18209,Cabin Brook,1000 meters upstream Cabin Road above stormwater input from Kennedy Drive,41.56052,-72.330771,2009,2010,2,201492873
18429,Still Brook,Upstream Route 202/Bantam Rd,41.72326,-73.24693,2015,2015,1,201492947
14399,Pocotopaug Creek,at Main Street,41.573,-72.5015,1994,1994,1,201493238
14400,Pocotopaug Creek,50 m upstream Route 16,41.565,-72.5069,1994,2012,5,201493238
14390,Pequabuck River,upper end Rockwell Park,41.6742,-72.9619,1990,2017,12,201492931
14885,Pequabuck River,at Jacob street & southern end of Rockwell park,41.6743,-72.956,2014,2014,1,201492931
16078,South Mountain Brook,upstream  East Road,41.6621,-72.947,2011,2011,1,201493051
17211,Wyassup Brook,under and above rte 49,41.4506,-71.8444,2013,2013,2,201493085
16972,PITCH BROOK,300 M US Pitch Reservoir,41.7067,-73.1619,2015,2015,1,201492941
14732,Poquetanuck Brook (Hewitt Brook),upstream Schoolhouse Rd.,41.4981,-72.0365,2000,2014,4,201492953
14385,Pequabuck River,adjacent Retirement Housing (Eagle Street),41.6789,-73.015,1991,2008,3,201492970
19693,Pequabuck River,Adjacent Emmett St,41.68184,-73.0163,2017,2017,1,201492970
14288,Mattabesset River,downstream Berlin Street,41.6189,-72.7127,1990,2014,14,201493025
14719,Wyassup Brook,at mouth upstream of Clarks Falls Road,41.4566,-71.8172,2000,2013,4,201493112
20127,Pequabuck River,In between Rt 72 and Waterbury Rd,41.670147,-72.969139,2019,2019,1,201492974
14844,Lake Waramaug Brook,at farm Bridge crossing number 21 route 341,41.7243,-73.3345,2002,2002,1,201493171
16343,Green Fall River,behind #183 Clarks Falls Road (Main Residence),41.4523,-71.809,2008,2010,3,201492972
14286,Mattabesset River,upstream Route 71A,41.6201,-72.7937,1993,2008,2,201493210
14389,Pequabuck River,downstream Canal Street,41.6693,-72.9936,1990,2008,7,201493039
16319,Pequabuck River,just upstream small Trib upstream of Barlow and Old Terryville Rd,41.6708,-72.9774,2010,2010,3,201493039
14388,Pequabuck River,Route72 & Route 6,41.678,-73.0002,1991,1994,3,201492992
15066,Patton Brook,at end of Dunham Place not Dunham Street,41.6462,-72.8601,2007,2007,2,201493232
14424,Quinnipiac River,downstream Route 10,41.644,-72.8745,2007,2007,2,201493162
16336,Hatchery Brook,DS RR bridge at Kensington Road,41.622,-72.7697,2008,2014,5,201493590
14549,Belcher Brook,at Norton Road,41.6165,-72.758,2008,2008,2,201493191
14731,Trading Cove Brook,upstream Montville Rd.,41.5021,-72.1235,2000,2014,3,201493122
14825,Naugatuck River,upstream Route 222 (6) Crossing,41.6743,-73.0695,2004,2019,21,201493244
16119,Day Pond Brook,at mouth,41.5623,-72.4338,2007,2018,14,201493154
15510,Cobble Brook,upstream Mouth,41.7454,-73.4542,2011,2011,1,201493153
16324,Dickinson Creek,mouth,41.5575,-72.442,2008,2012,2,201493175
16121,Flat Brook,at Route 16 (at mouth),41.5544,-72.4523,2007,2014,6,201493246
18468,Joe Clark Brook,Upstream Cider Mill/Avery Hill Rd,41.484687,-72.0413,2013,2013,1,201493180
14710,Shepaug River,"US Whittlesey Road, Adjacent Romford Rd",41.683397,-73.298268,2000,2012,5,201493549
15244,Cobble Brook,500 m ds of rte 341,41.7217,-73.4572,2011,2011,1,201493407
18881,Bantam River,At most upstream West Morris Road Crossing top end of fly fishing only sections,41.70467,-73.25018,2015,2015,1,201493308
14548,Mattabesset River,east bank end of Kirby Road,41.6041,-72.7146,2018,2018,1,201493218
18123,Northfield Brook,at Walnut street off Litchfield Street,41.6737,-73.0853,2011,2011,1,201493214
15413,Belcher Brook,at meadow lane,41.605,-72.7577,2006,2015,6,201493424
14576,Sawmill Brook,at Aetna Fitness Trail,41.6008,-72.7141,2006,2012,5,201493403
14923,Naugatuck River,upstream Reynolds Bridge adjacent to on RTE 8 on ramp,41.6596,-73.0779,1991,1997,2,201493343
16122,Early Brook,at Haywardville Road (East Haddam Fish & Game Club Property),41.4978,-72.3435,2007,2015,3,201493654
19017,Todd Hollow Brook,Upstream Keegan Rd,41.654345,-73.036215,2016,2016,1,201493364
14401,Pocotopaug Creek,upstream off Chestnut Hill Road,41.5352,-72.5182,2008,2012,2,201493641
14859,Shunock River,upstream route 184,41.4304,-71.8526,2002,2002,1,201493477
15529,Macedonia Brook,upstream Appalachian Trail Foot Bridge,41.7298,-73.4884,2006,2016,4,201493447
14321,Naugatuck River,downstream Reynolds Bridge at first dirt pull off,41.6497,-73.0774,2001,2009,10,201493560
16202,Coginchaug River,at powerline crossing Behind Saint Josephs Cemetary,41.5666,-72.6644,2015,2015,1,201493624
14128,Bantam River,downstream Smokey Hollow Road,41.6884,-73.2668,1997,2016,4,201493593
16298,Stony Brook,at rest area off 395,41.4716,-72.1182,2010,2014,2,201493599
15479,Quinnipiac River,downstream West Center Street,41.5996,-72.8854,2004,2018,10,201493770
14145,Branch Brook,downstream POTW near mouth,41.6434,-73.081,2006,2006,1,201493559
14721,Shunock River,upstream Route 49,41.4101,-71.8452,2000,2014,7,201493578
20251,Buell Brook,"Behind the Nathan Hale-Ray Middle School, adjacent blue trail picnic tables",41.5213,-72.4386,2019,2019,1,201493671
15015,Seth Williams Brook,Behind Apartment buildings 10-11,41.4399,-71.9741,2004,2015,3,201493547
14724,Oxoboxo Brook,upstream 100 meters Meeting House Lane,41.4673,-72.157,2000,2014,3,201493592
14725,Seth Williams Brook,upstream Shewville road,41.4257,-71.9573,2000,2000,1,201493655
14379,Pawcatuck River,under White Rock Road Bridge at state line,41.3978,-71.8422,2000,2014,8,201493717
14181,East Aspetuck River,upstream Waramug treatment plant off Flirtation Ave,41.6823,-73.3539,1993,1993,1,201493735
14182,East Aspetuck River,downstream Waramug treatment plant off Flirtation Ave,41.6817,-73.354,1993,1993,1,201493735
14188,Eightmile River,downstream Marion Avenue,41.588,-72.8977,1989,2004,19,201493812
14605,Eightmile River,downstream 100 meters Prospect Street,41.5908,-72.9009,1999,2018,21,201493812
16334,Nonewaug River,1000 meters Downstream Skilton Rd On West bank Watertown landtrust trail and property,41.6255,-73.1593,2009,2009,3,201493939
14153,Coginchaug River,downstream Route 66,41.5547,-72.6737,1992,2014,8,201493772
14322,Naugatuck River,between RR crossing and Dredge Hole impoundment,41.631,-73.0772,2001,2009,10,201493681
16120,Elbow Brook,at Route 196 and Wopowaug Road,41.5211,-72.4869,2007,2007,1,201493694
16254,Shepaug River,upstream route 47 adjacent to Bee Brook Confluence,41.6568,-73.318,2015,2015,2,201493868
16860,MOODUS RIVER,Off Rte 151 at old factory,41.5111,-72.4375,2016,2016,1,201493742
16320,Sumner Brook,at Mill Street and Front Street,41.5493,-72.6416,2008,2008,1,201493835
14316,Naugatuck River,"""Frost Bridge"" - upstream Frost Bridge Echo Lake Rd and Route 262",41.6159,-73.0579,1989,2019,29,201493906
14722,Oxoboxo Brook,at Pequot Road Crossing,41.4462,-72.1253,2000,2000,1,201493826
14396,Pine Brook,at old bridge Pine Brook Road,41.5079,-72.4952,1998,2012,4,201493933
16070,Pine Brook,upstream  Route 151,41.5183,-72.5001,2008,2008,1,201493933
16307,Long Hill Brook,at Dunkin Donuts near the inlet to long hill pond at South Main Street and Norfo,41.5408,-72.653,2011,2014,7,201493840
17990,Moodus River,"at end of Redmill lane near north moodus road, upstream large stone culvert",41.50547,-72.44839,2016,2016,1,201493892
18871,Moodus River,25m US of Gristmill Rd Crossing,41.50859,-72.44826,2016,2016,1,201493892
15313,Harris Brook,at Mouth (within Walden Preserve),41.4733,-72.2851,2012,2012,2,201493809
14845,Bull Mountain Brook,upstream Camp Flat Rd and Mud Pond Rd intersection,41.6782,-73.4515,2002,2002,1,201493961
14417,Quinnipiac River,upstream West Main Street,41.5878,-72.891,1997,1997,1,201493813
14733,Oxoboxo Brook,upstream crossing at Faria Company (pink row road),41.4366,-72.1062,2000,2014,3,201493830
16323,Coginchaug River,DS rte 157 at #740 Wadsworth Street,41.5394,-72.6858,2008,2011,5,201493911
15315,Burnham Brook,"Upstream mouth (Within Burnham Brook Preserve, off Dolbia Hill Road)",41.4603,-72.3343,2007,2016,8,201494065
15024,Wood Creek,upstream Paddy Hollow Road,41.6387,-73.2362,2004,2011,2,201493990
20252,Shady Brook,Downstream William F. Palmer Road,41.499963,-72.444,2019,2019,2,201493853
16204,Steele Brook,at West Road,41.6175,-73.131,2010,2010,3,201493944
16123,Muddy Brook,Downstream of Hopyard Road,41.4756,-72.342,2007,2007,1,201493893
15856,Misery Brook,at South End Road crossing (house # 475-482),41.5699,-72.8733,2006,2007,3,201493949
14323,Naugatuck River,Adjacent to 300 Chase River Road,41.5894,-73.0574,1991,2000,2,201494222
15689,Moodus River,at North Moodus Road,41.4959,-72.4599,2016,2016,1,201493910
14706,Whitford Brook,upstream North Stonington Rd,41.3928,-71.9604,2000,2018,19,201494055
14222,Hancock Brook,near Mouth upstream RR bridge,41.5799,-73.0497,1998,2006,3,201494223
14223,Hancock Brook,downstream Bridge in Waterville Park,41.5885,-73.0503,1998,2006,2,201494223
15179,Eightmile River,at Deep Hole Picnic Area,41.4671,-72.3372,2008,2012,3,201494064
15201,Spoonshop Brook,between bee and baldwin streets at carrol park,41.545673,-72.765549,2015,2015,1,201494038
17321,East Spring Brook,DS Nonewaug Road and Porter Hill road,41.6121,-73.1761,2011,2011,1,201494132
14800,Steele Brook,upstream Route 6 (Culter Street),41.6105,-73.1153,2004,2018,10,201494013
16325,Willow Brook,downstream side behind # 208 Baldwin Ave,41.5425,-72.7707,2009,2011,5,201494495
14969,Mad River,upstream confluence with Finch Brook,41.5744,-72.9884,2004,2004,1,201494164
14472,Ten Mile River,downstream Route 322,41.5655,-72.8905,1991,2007,5,201494207
19933,Thompson Brook,"Behind Mystic Valley Hunt Club, above two impounded ponds",41.40193,-72.04427,2018,2018,1,201494128
16332,East Aspetuck River,Downstream of trib on east side adjacent to rte 202 downstream of Spruce Lane,41.6546,-73.3785,2011,2011,1,201494139
16299,Hunts brook,Fire Road,41.4293,-72.172,2014,2014,1,201494104
16276,Latimer Brook,between Route 85 and Beckwith Road,41.4375,-72.2253,2013,2016,2,201494100
18671,Strongs Brook,Three Bridges Road,41.445,-72.328,2019,2019,1,201494237
16505,BIBLE ROCK BROOK,Off Brainard Hill Rd E of Jct with Oxbow Rd,41.4975,-72.6064,2012,2012,2,201494232
17746,Anguilla Brook,at Route 1,41.365662,-71.866135,2013,2013,1,201494202
14420,Quinnipiac River,upstream East Johnson Street,41.5502,-72.8705,1993,2009,3,201494271
14860,Flat Brook,upstream Baldwin Hill Road,41.4062,-72.0747,2002,2002,1,201494127
17530,Haleys Brook,DS Packer Road in gorge area,41.38712,-71.97682,2012,2014,2,201494151
19957,Merryall Brook,~160 M US of Indian Trail Road,41.651682,-73.44668,2018,2018,1,201494218
14226,Harbor Brook,upstream Coe Avenue,41.5314,-72.8218,1989,2016,14,201494376
18884,Shepaug River,DS Rte 47 and adjacent to River Road at Cook Street,41.63914,-73.32138,2015,2015,1,201494283
14968,Lily Brook,at Mouth,41.5742,-72.9878,2004,2004,1,201494170
18818,Hedge Brook,below Hopyard Rd,41.453235,-72.338713,2019,2019,1,201494194
14471,Tenmile River,upstream 0.25 miles mouth,41.6664,-73.5119,2006,2016,7,201494244
14716,Steele Brook,end of Rockdale Ave. (Downstream of STP),41.5916,-73.0962,2004,2004,1,201494209
14456,Steele Brook,parallel North Parking Lot for Municipal stadium,41.5805,-73.0703,1996,2018,12,201494300
16331,Sumner Brook,at Haddam Quarter Road,41.4835,-72.6375,2008,2012,2,201494530
14285,Mad River,upstream Frost Street,41.5603,-73.0029,2004,2004,1,201494575
15583,Mad River,adjacent Brookdale Lane at Sycamore Lane,41.5413,-73.0089,2004,2004,1,201494575
16112,Hemlock Valley Brook,at Bone Mill Road,41.4283,-72.4226,2007,2015,10,201494712
14861,Latimer Brook,between Brook Bend cul-de-sac and Robin Drive cul-de-sac,41.4209,-72.2209,2002,2002,1,201494339
15136,Hunts Brook,Adjacent to Old Mill Rd.,41.4009,-72.1194,2019,2019,2,201494297
15276,Hunts Brook,US Old Mill Rd,41.4001,-72.1153,2010,2014,2,201494297
14628,Steele Brook,under Route 8 at mouth,41.5687,-73.0574,1992,2006,9,201494372
15501,Cedar Pond Brook,"DS Beaver Brook Road, near #134",41.4119,-72.3128,2007,2007,1,201494614
14727,Latimer Brook,upstream Chapman Drive,41.4107,-72.2217,2000,2016,4,201494497
17324,Latimer Brook,behind St Mathias Church,41.4073,-72.2217,2019,2019,2,201494497
15886,HOUSATONIC RIVER,at Route 7 Crossing in Merwinsville,41.6475,-73.4838,2011,2016,2,201494368
16846,MILL CREEK,Parallel to Park Road,41.4644,-72.5092,2012,2012,1,201494405
14324,Naugatuck River,at West Main Street,41.5571,-73.0544,1991,1991,1,201494512
14421,Quinnipiac River,upstream Main Street,41.5185,-72.8258,1991,1991,1,201494483
14413,Quinnipiac River,downstream small dam behind water company building on Syndall Street,41.528244,-72.856272,1988,2018,22,201494431
14174,East Branch Eightmile River,100 meters upstream Mouth downstream Route 156,41.4309,-72.3375,1998,2014,4,201494448
14187,Eightmile River,downstream Route 156 upstream confluence,41.4312,-72.3376,1998,2012,3,201494447
15020,Eightmile River,150 meters downstream Confluence with East branch eightmile R. (rte 156),41.43,-72.3392,2004,2018,9,201494447
16022,Weekeepeemee River,upstream Route 132,41.5856,-73.2292,2006,2015,4,201494535
16594,Cranberry Meadow Brook,50 M DS of rte 161 at Ace's High RV park,41.405177,-72.225708,2013,2013,1,201494496
17299,Cuff Brook,0.1 miles downstream Route 84 Crossing,41.5409,-72.9485,2009,2010,3,201494453
16734,Hempstead Brook,US of Buddington rd,41.3722,-72.0456,2012,2014,3,201494449
16335,Nonewaug River (Nonnewaug River),at USGS gage adjacent to route 6,41.5783,-73.1745,2011,2018,11,201494501
14284,Mad River,near mouth (Washington St.),41.5439,-73.0384,1991,2013,11,201494616
14183,East Aspetuck River,upstream Wellsville Road,41.5979,-73.4152,1996,2016,7,201494833
18921,"Shepaug River, Unnamed Tributary to",100 m above mouth,41.60567,-73.33967,2019,2019,1,201494520
16111,Beaver Meadow Brook,US commuter lot exit 8 off Rt 9,41.4552,-72.5288,2007,2007,1,201494547
14473,Ten Mile River,upstream Route 70,41.5267,-72.9331,1997,2013,4,201494632
15014,Clark Creek,Upstream RTE 82 Culvert,41.4425,-72.4735,2004,2004,1,201494591
17201,Willys Meadow Brook,US of 395,41.3811,-72.1878,2013,2013,1,201494660
14857,Beaver Meadow Brook,adjacent to Beaver Meadow Road,41.4432,-72.5454,2002,2002,1,201494722
19700,Beaver Meadow Brook,"Adjacent Beaver Meadow Road, upstream #316",41.45229,-72.53605,2017,2017,1,201494722
17637,Hop Brook,Upstream Ravenwood Drive,41.560274,-73.116706,2011,2011,3,201494665
16113,Hungerford Brook,parallel to Old Town Street at mouth,41.4255,-72.4094,2007,2007,1,201494629
17007,ROARING BROOK,Parallel to Rte 82 Bridge,41.4397,-72.4778,2012,2012,1,201494590
14130,Beaver Pond Brook,upstream Harper Ferry Road,41.5393,-73.0077,2004,2004,1,201494586
18875,Walker Brook,Intersection of Hartwell Rd and Shinar Mountain Road and Walker Brook Road,41.598459,-73.347537,2015,2015,1,201494673
18413,Latimer Brook,50m Upstream Colony Road,41.383973,-72.21429,2016,2016,1,201494693
14328,Naugatuck River,downstream Eagle Street,41.5356,-73.0368,1991,1991,1,201494782
14329,Naugatuck River,upstream South Leonard Street,41.5304,-73.0402,1997,2004,11,201494782
14848,Naugatuck River,at RR crossing DS of Mad River Confluence,41.5378,-73.0364,2002,2002,1,201494782
15312,Beaver Brook,Downstream bridge at 55-123 Beaver Brook Road,41.409952,-72.329059,2007,2016,11,201494645
16132,Meetinghouse Brook,DS Route 5,41.4941,-72.8096,2007,2007,1,201494724
16410,Roaring Brook No 2,upstream Phelphs Road,41.4244,-72.4084,2008,2012,2,201494648
16930,Oil Mill Brook,50 M US I95 at intersection of 95 north and oil mill rd,41.375558,-72.190655,2010,2014,4,201494764
16863,MOOSEHORN BROOK,within Roxbury Land Trust E. Griffith Beardsley Preserve,41.5781,-73.3175,2017,2017,2,201494875
19020,Moosehorn Brook,"Adjacent Sentry Hill Rd, at #80/""Few Acres"" farm dirt road",41.570871,-73.327091,2016,2016,1,201494875
15530,Weekeepeemee River,DS Jacks Bridge Road at USGS gage,41.5575,-73.2155,2006,2018,16,201494779
18874,Weekeepeemee River,Route 47 at Bridge across from Ruffin Road,41.567201,-73.218045,2015,2015,1,201494779
16431,Sprain Brook,downstream Route 47 adjacent to Papermill Road,41.5696,-73.2259,2011,2016,2,201494699
14422,Quinnipiac River,upstream Route 68,41.4912,-72.8174,1991,2009,3,201494740
16599,CROSS BROOK,100 M US confluence with Great Brook,41.5925,-73.3969,2015,2015,1,201494769
14355,Nonewaug River,downstream Route 47 (Washington Road),41.5575,-73.2122,1996,2016,5,201494780
16295,Latimer Brook,downstream RTE 95 between niantic bay and 95,41.3695,-72.2002,2010,2014,5,201494812
14403,Pomperaug River,upstream Judson Avenue,41.5491,-73.2165,1996,1996,1,201494864
14551,Coginchaug River,at Creamery Road,41.4435,-72.6882,2008,2012,2,201495007
16748,HOP BROOK,Parallel to Regan Rd across from # 284,41.5303,-73.1028,2011,2011,1,201494830
14488,West Aspetuck River,Upstream Aspetuck Ridge Road (near Sand Rd),41.604889,-73.428789,1996,2016,7,201494840
14330,Naugatuck River,at Bristol Street,41.5182,-73.0536,1997,1997,1,201494999
14331,Naugatuck River,upstream Route 68,41.5051,-73.0469,1991,1991,1,201494999
14714,Naugatuck River,second pull off downstream bristol street bridge,41.513,-73.0529,2000,2000,1,201494999
14715,Naugatuck River,first pull off downstream bristol street bridge,41.514,-73.0539,2000,2001,3,201494999
15132,Hop Brook,In Hop Brook Flood control area above Shattuck Brook,41.5214,-73.0778,2011,2011,1,201494878
15540,Hop Brook,upstream Porter Ave Bridge,41.5049,-73.0584,2014,2014,1,201495005
14309,Muddy River,downstream Liney Hill Road,41.458,-72.7685,1997,1997,1,201495045
14377,Pattaconk Brook,first crossing Route 148 downstream Route 9,41.3991,-72.4651,1998,2012,6,201495036
14414,Quinnipiac River,adjacent Route 15 USGS gauge,41.4501,-72.8407,1990,2018,18,201495118
14846,Sawmill Brook,at confluence with spring lake outfall,41.5851,-73.5108,2002,2002,1,201495052
14450,Shepaug River,downstream 100 meters Wellers Bridge Road (Route 67),41.5489,-73.3308,1989,2018,41,201495041
15580,Town Farm Brook,at Dorwin Hill Road (RTE 67 intersection),41.5648,-73.3936,2011,2011,1,201495161
15997,Town Farm Brook,at Cascade Road,41.5562,-73.3912,2006,2011,7,201495161
15998,"Town Farm Brook (""Clatter Valley Brook"")",DS Clatter Valley Road near Lovers Leap Rd/Town Farm Rd,41.5477,-73.3889,2011,2011,1,201495161
14332,Naugatuck River,adjacent North end of Linden Park,41.5002,-73.0503,1997,2018,18,201495034
14248,Hop Brook,at RR bridge Naug Glass,41.4987,-73.0537,2006,2014,5,201495033
14209,Fulling Mill Brook,upstream North Main Street,41.5021,-73.0471,1998,2016,5,201495008
16134,Mill River,at Mansion Road behind Arby's,41.4787,-72.905,2007,2007,1,201495026
17409,Saw Mill Brook,20 yards US of confluence with Greenwoods Brook,41.5757,-73.4995,2011,2011,1,201495052
15012,Pomperaug River,"At Access Rd. United Water Company behind Unitarian Church (""Middle Quarter"" site)",41.5218,-73.2061,2004,2004,1,201495076
19018,Long Meadow Pond Brook,200m Upstream Rubber Ave,41.495843,-73.098431,2016,2016,1,201495129
14792,Long Meadow Pond Brook,upstream Elm Street,41.4864,-73.0556,2006,2014,8,201495150
16326,"Wharton Brook, tributary to",upstream pond hill road at Church parking lot,41.4309,-72.8196,2011,2011,1,201495248
15854,Muddy River,downstream route 150 (woodhouse ave) in town park,41.4151,-72.8012,2006,2014,8,201495523
18789,Muddy River,End of Firelite Place,41.398123,-72.815119,2014,2014,1,201495523
14334,Naugatuck River,at Route 63,41.4834,-73.0523,1991,1991,1,201495224
19025,Menunketesuck River,Adjacent #423 Roast Meat Hill,41.382789,-72.552639,2016,2016,1,201495305
14856,Pond Meadow Brook,Adjacent to Abner Lane (at yellow road marker with dep id),41.3807,-72.5904,2002,2002,1,201495357
16133,Wharton Brook,US Northfield Road and Park Lane At House #25,41.4324,-72.8321,2007,2007,1,201495315
15855,Willow Brook (Hamden)-01,at Willow Road Bridge,41.4472,-72.9083,2006,2006,1,201495256
14129,Beacon Hill Brook,at Andrasko Road,41.4684,-73.0501,2006,2016,5,201495297
15901,Pond Meadow Brook,upstream confluence with Chatfield Hollow Brook at hiking trail crossing,41.3777,-72.5946,2011,2016,4,201495357
14300,Mill River,upstream Tuttle Road,41.4307,-72.904,1997,2013,3,201495433
15018,Farm River,Upstream of dirt farm road Schantz farm # 1775 Middletown Ave,41.4063,-72.771,2004,2013,2,201495387
