DEEPTaxaID,finalID,SUPERPHYLUM,PHYLUM,SUBPHYLUM,INFRAPHYLUM,SUPERCLASS,CLASS,SUBCLASS,INFRACLASS,SUPERORDER,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS,SPECIES,Synonym,FFG,SensitiveEPT,BCG_Attribute,Tol,TolSource,common_name,Notes,AddedBy,AddedDate,UpdatedSynonym,CTTempOptimaAvg,RegionalTempOptimaAvg,RegionalTempOptimaClass
667,Parakiefferiella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Parakiefferiella,,Zalutschia,C-G,0,4,7,Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,1,,6,Cool
109,Paralauterborniella nigrohalterale,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,nigrohalterale,Paralauterborniella nigrohalteralis,C-G,0,,8,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,1,,6,Cool
572,Paramerina,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Paramerina,,,PRD,0,,6,NY DEC Species List 1989,,,G.Hoffman,03-Dec-03,,,7,Warm
668,Parametriocnemus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Parametriocnemus,,,C-G,0,4,5,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,5,4.666666667,Cool
669,Paraphaenocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Paraphaenocladius,,,C-G,0,4,4,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,2.333333333,Cold
1013,Paratanytarsus longistilus,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Chironominae,Tanytarsini,Na,Paratanytarsus,longistilus,,C-F,0,4,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,7.333333333,Warm
626,Paratanytarsus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Paratanytarsus,,,C-F,0,4,6,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,7.333333333,Warm
605,Paratendipes,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Paratendipes,,,C-G,0,4,8,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,8.333333333,Warm
606,Paratendipes albimanus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Paratendipes,albimanus,,C-G,0,4,8,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,8.333333333,Warm
573,Pentaneura,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Pentaneura,,,PRD,0,,6,Hilsenhoff 1987,,,M.Beauchene,13-Dec-04,,,9.666666667,Warm
607,Phaenopsectra,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,SCR,0,4,7,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,7.333333333,Warm
114,Phaenopsectra punctipes group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,punctipes,,SCR,0,4,7,,,,G.Hoffman,31-Aug-05,,,7.333333333,Warm
113,Phaenopsectra obediens group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,obediens,,SCR,0,4,7,,,,G.Hoffman,31-Aug-05,,,7.333333333,Warm
118,Polypedilum fallax group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,fallax,,SHR,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,,
119,Polypedilum flavum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,flavum,Polypedilum convictum,SHR,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,1,6.666666667,8.666666667,Warm
120,Polypedilum halterale group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,halterale,,SHR,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,,
121,Polypedilum illinoense group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,illinoense,,SHR,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,,
1015,Polypedilum fallax,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Chironominae,Chironomini,Na,Polypedilum,fallax,,SHR,0,4,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,4.666666667,Cool
263,Polypedilum ontario,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chiromini,,Polypedilum,ontario,Chironomus ontario,SHR,0,4,6,Hilsenhoff 1987,,new from EcoAnalysts data Fall 2009,G.Hoffman,05-Aug-10,1,,,
262,Polypedilum epleri,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,epleri,,SHR,0,4,6,Inferred from Hilsenhoff 1987,,some but not all P. fallax gr. are actually P. epleri,G.Hoffman,29-Aug-13,,,,
261,Polypedilum braseniae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,,,Polypedilum,braseniae,Chironomus braseniae,SHR,0,4,6,Hilsenhoff 1987,,,G.Hoffman,24-Apr-09,1,,,
611,Polypedilum tritum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,tritum,,SHR,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,2.666666667,Cold
610,Polypedilum laetum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,laetum,,SHR,0,4,6,Inferred from Hilsenhoff 1987,,,M.Beauchene,13-Dec-04,,,8.333333333,Warm
609,Polypedilum aviceps,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,aviceps,,SHR,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,5.333333333,5,Cool
608,Polypedilum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,SHR,0,4,6,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,,
122,Polypedilum scalaenum group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Polypedilum,scalaenum,,SHR,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,,
554,Potthastia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,,,C-G,0,4,2,Hilsenhoff 1987,,added by LOTIC ID 2004,,17-Nov-05,,,,
555,Potthastia longimana,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,longimana,,C-G,0,4,2,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,4,4.333333333,Cool
124,Potthastia longimana group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,longimana,,C-G,0,4,2,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,,
125,Potthastia longimana/gaedii group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,longimana/gaedii,,C-G,0,4,2,Inferred from Hilsenhoff 1987,,,G.Hoffman,17-Nov-05,,,,
123,Potthastia gaedii group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Potthastia,gaedii,,C-G,0,4,2,Inferred from Hilsenhoff 1987,,,G.Hoffman,30-Aug-07,,,,
1016,Potthastia gaedii,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Diamesinae,Diamesini,Na,Potthastia,gaedii,,C-G,0,4,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,6.333333333,Cool
1018,Procladius (Holotanypus),Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Tanypodinae,Procladiini,Na,Procladius,Na,,PRD,0,5,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,6.333333333,Cool
574,Procladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Procladius,,,PRD,0,5,9,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,6.333333333,Cool
557,Prodiamesa,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Prodiamesinae,,,Prodiamesa,,,C-G,0,,3,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,4.666666667,Cool
670,Psectrocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Psectrocladius,,,C-G,0,,8,Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,7.333333333,Warm
1019,Psectrocladius (Psectrocladius),Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Orthocladiinae,Na,Na,Psectrocladius,Na,,C-G,0,,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,7.333333333,Warm
1051,Psectrotanypus,Na,Arthropoda,Na,Na,Na,Insecta,Na,Na,Na,Diptera,Na,Na,Na,Chironomidae,Na,Macropelopiini,Na,Psectrotanypus,Na,,PRD,0,,,,,Added by WAA 2015,M.Becker,16-Nov-16,,,,
622,Pseudochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,C-G,0,4,5,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,7.666666667,Warm
671,Pseudorthocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Pseudorthocladius,,,C-G,0,,0,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,,
672,Pseudosmittia ,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Pseudosmittia,,,C-G,0,,6,,,add by EcoAnalyst order # 987,G.Hoffman,31-Aug-07,,,,
673,Psilometriocnemus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,C-G,0,4,4,CT DEP new,,,G.Hoffman,01-Dec-02,,,,
129,Rheocricotopus (robacki),,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Rheocricotopus,robacki,,C-G,0,3,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,7,5.333333333,Cool
1024,Rheocricotopus robacki,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Orthocladiinae,Na,Na,Rheocricotopus,robacki,,C-G,0,3,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,7,5.333333333,Cool
674,Rheocricotopus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,Trichocladius,C-G,0,3,6,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,7,5.333333333,Cool
269,Rheosmittia,,,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladinae,,,Rheosmittia,,,C-G,0,,6,CT DEP new,,,G.Hoffman,30-Jul-12,,,,
1025,Rheosmittia arcuata,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Orthocladiinae,Na,Na,Rheosmittia,arcuata,,C-G,0,,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,,
131,Rheotanytarsus exiguus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,exiguus,,C-F,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,6,8,Warm
130,Rheotanytarsus distinctissimus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,distinctissimus,,C-F,0,4,6,,,,G.Hoffman,31-Aug-05,,,,
1026,Rheotanytarsus pellucidus,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Chironominae,Tanytarsini,Na,Rheotanytarsus,pellucidus,,C-F,0,4,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,7.333333333,4.666666667,Cool
627,Rheotanytarsus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,C-F,0,4,6,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,,
132,Rheotanytarsus pellucidus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,distinctissimus,,C-F,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,,
613,Robackia demeijerei,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Robackia,demeijerei,,C-G,0,,8,CT DEP new,,,G.Hoffman,03-Dec-03,,,,
612,Robackia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Robackia,,,C-G,0,,8,CTDEP,,added by LOTIC ID 2004,,17-Nov-05,,,,
614,Saetheria,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Saetheria,,,C-G,0,,4,from Hilsenhoff,,added by LOTIC ID 2004,,17-Nov-05,,,,
615,Saetheria tylus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Saetheria,tylus,,C-G,0,,4,,,add by EcoAnalyst order # 987,G.Hoffman,31-Aug-07,,,,
278,Smittia,,,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladinae,,,Smittia,,,C-G,0,,6,Hilsenhoff 1987,,,G.Hoffman,30-Jul-12,,,,
1034,Stempellinella fimbriata,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Chironominae,Tanytarsini,Na,Stempellinella,fimbriata,,C-G,0,3,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,6,Cool
628,Stempellinella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Stempellinella,,,C-G,0,3,4,Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,6,Cool
616,Stenochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,,C-G,0,3,5,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,6.333333333,5.333333333,Cool
617,Stictochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Stictochironomus,,,C-G,0,4,9,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,6,Cool
675,Stilocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Stilocladius,,,C-G,0,3,6,Inferred from Hilsenhoff 1988,,,G.Hoffman,03-Dec-03,,3.333333333,3.333333333,Cold
1035,Stilocladius clinopecten,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Orthocladiinae,Na,Na,Stilocladius,clinopecten,,C-G,0,3,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,3.333333333,3.333333333,Cold
629,Sublettea,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,Tanytarsus,C-F,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,1,,6,Cool
630,Sublettea coffmani,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,coffmani,Tanytarsus coffmani,C-F,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,,6,Cool
288,Symbiocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladinae,,,Symbiocladius,,,C-G,0,,6,CT DEP new,,,G.Hoffman,26-Aug-13,,,,
663,Symposiocladius lignicola,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Symposiocladius,lignicola,,C-G,0,,5,,,,G.Hoffman,31-Aug-05,,,,
556,Sympotthastia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,Sympotthastia,,Diamesa,C-G,0,,2,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,,,
676,Synorthocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Synorthocladius,,,C-G,0,5.5,2,Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,5.333333333,Cool
150,Synorthocladius semivirens,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Synorthocladius,semivirens,,C-G,0,5.5,2,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,,5.333333333,Cool
292,Tanypus,,,,,,Insecta,,,,Diptera,,,,Chironomidae,,,,Tanypus,,,PRD,0,,7,Inferred from Hilsenhoff 1987,,,G.Hoffman,22-Aug-11,,,,
156,Tanytarsus guerlus group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,guerlus,,C-F,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,6.333333333,7.333333333,Warm
155,Tanytarsus glabrescens group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,glabrescens,,C-F,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,6.333333333,7.333333333,Warm
154,Tanytarsus coffmani,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,coffmani,,C-F,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,6.333333333,7.333333333,Warm
631,Tanytarsus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,,,C-F,0,4,6,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,6.333333333,7.333333333,Warm
1040,Tanytarsus sp. M (Epler 2001),Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Chironominae,Tanytarsini,Na,Tanytarsus,Na,,C-F,0,4,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,6.333333333,7.333333333,Warm
678,Thienemanniella xena,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Thienemanniella,xena,,C-G,0,4,6,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,7.333333333,4,Cool
677,Thienemanniella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Thienemanniella,,,C-G,0,4,6,Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,7.333333333,4,Cool
157,Thienemanniella fusca,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Thienemanniella,fusca,,C-G,0,4,6,Hilsenhoff 1987,,,G.Hoffman,05-Mar-08,,7.333333333,4,Cool
158,Thienemannimyia group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Thienemannimyia,,,PRD,0,4,7,CT DEP new,,,G.Hoffman,01-Dec-02,,4.333333333,6.333333333,Cool
293,Tokunagaia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladinae,,,Tokunagaia,,,C-G,0,,6,CT DEP new,,,G.Hoffman,26-Aug-13,,,,
618,Tribelos,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Tribelos,,,C-G,0,4,5,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,7.333333333,Warm
160,Tribelos jucundum,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Tribelos,jucundus,,C-G,0,4,5,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,7.333333333,Warm
161,Trissocladius,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Trissocladius,,,C-G,0,,5,NY DEC Species List 1989,,,G.Hoffman,01-Dec-02,,,,
311,Trissopelopia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,Pentaneurini,,Trissopelopia,,,PRD,0,,4,NY DEC Species List 1989,,,G.Hoffman,31-Aug-07,,,6,Cool
1181,Tvetenia discoloripes group,Ecdysozoa,Arthropoda,Hexapoda,,,Insecta,,,,Diptera,Nematocera,,,Chironomidae,Orthocladiinae,,,Tvetenia,discoloripes,,,0,,5,Inferred from Hilsenhoff 1987,,,C.Bellucci,25-Oct-18,,,,
930,Tvetenia paucunca,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,paucunca,,C-G,0,4,5,Inferred from Hilsenhoff 1987,,from prob mon split sample ARC,M.Beauchene,08-Apr-05,,,6.666666667,Warm
679,Tvetenia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,,Eukiefferiella,C-G,0,4,5,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,,,
166,Tvetenia vitracies group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,vitracies,Eukiefferiella discoloripes group,C-G,0,4,5,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,1,7,7.333333333,Warm
1048,Tvetenia tshernovskii,Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Orthocladiinae,Na,Na,Tvetenia,tshernovskii,,C-G,0,4,5,Inferred from Hilsenhoff 1987,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,,
164,Tvetenia bavarica group,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,bavarica,Eukiefferiella bavarica group,C-G,0,4,5,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,6,4,Cool
165,Tvetenia bavarica/paucunca,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Tvetenia,bavarica,Eukiefferiella bavarica group and changed from bavarica group and paucunca uniquely to be combined,C-G,0,4,5,Inferred from Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,,,
680,Unniella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Unniella,,,C-G,0,4,4,NY DEC Species List 1989,,,G.Hoffman,01-Dec-02,,,,
681,Unniella multivirga,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Unniella,multivirga,,C-G,0,4,4,NY DEC Species List 1989,,,G.Hoffman,03-Dec-03,,,,
620,Xenochironomus xenolabis,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,xenolabis,,PRD,0,2,0,Inferred from Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,9,Warm
619,Xenochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,,,PRD,0,2,0,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,,9,Warm
621,Xestochironomus,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Xestochironomus,,,C-G,0,,7,CT DEP new,,,G.Hoffman,03-Dec-03,,,,
682,Xylotopus par,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Xylotopus,par,,C-G,0,,2,Hilsenhoff 1987,,,G.Hoffman,03-Dec-03,,,,
297,Zavrelimyia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,,,,Zavrelimyia,,,PRD,0,,8,Hilsenhoff 1987,,,G.Hoffman,01-Jul-09,,,5.333333333,Cool
1049,Zavrelimyia (Zavrelimyia),Ecdysozoa,Arthropoda,Hexapoda,Na,Na,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,Na,Chironomidae,Tanypodinae,Pentaneurini,Na,Zavrelimyia,Na,,PRD,0,,,,,Added by Rhithron 2014,C.Bellucci,03-Nov-15,,,5.333333333,Cool
2,Alloperla usa,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Alloperla,usa,,C-G,1,2,0,,,add by EcoAnalyst order # 987,G.Hoffman,31-Aug-07,,3.666666667,2.666666667,Cold
333,Alloperla,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Alloperla,,,C-G,1,2,0,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,,3.666666667,2.666666667,Cold
380,Haploperla brevis,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Haploperla,brevis,Hastaperla brevis,PRD,1,3,1,Hilsenhoff 1987,,,G.Hoffman,01-Dec-02,1,3.666666667,2.666666667,Cold
332,Chloroperlidae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Na,,,PRD,1,3,1,Hilsenhoff 1988,,,G.Hoffman,01-Dec-02,,3.666666667,2.666666667,Cold
149,Suwallia/Sweltza,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Na,,,PRD,1,3,0,,,,G.Hoffman,31-Aug-05,,3.666666667,2.666666667,Cold
127,Rasvena terna,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Rasvena,terna,Chloroperla terna,C-G,1,3,0,CT DEP new,,,G.Hoffman,01-Dec-02,1,3.666666667,2.666666667,Cold
443,Rasvena,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Rasvena,,Chloroperla,C-G,1,3,0,CT DEP new,,,G.Hoffman,01-Dec-02,1,3.666666667,2.666666667,Cold
